Datetime,LandAverageTemperatureUncertainty,UpperBounds,LowerBounds,month,year,Average_Temperature
1816-09-01,0.7070000000000001,11.097,9.683,9,1816,10.39
1816-10-01,3.583,9.282,2.116,10,1816,5.699
1816-11-01,3.81,7.867999999999999,0.24799999999999975,11,1816,4.058
1816-12-01,2.801,3.759,-1.8430000000000002,12,1816,0.9580000000000002
1817-01-01,2.451,3.991,-0.9109999999999999,1,1817,1.54
1817-02-01,2.547,6.196000000000001,1.1020000000000003,2,1817,3.6489999999999996
1817-03-01,2.153,6.722,2.416,3,1817,4.569
1817-04-01,1.836,9.724999999999998,6.052999999999999,4,1817,7.8889999999999985
1817-05-01,1.394,10.87,8.082,5,1817,9.476
1817-06-01,1.25,12.537,10.037,6,1817,11.287
1817-07-01,1.057,13.129000000000001,11.015,7,1817,12.072000000000001
1817-08-01,1.307,14.71,12.095999999999998,8,1817,13.402999999999999
1817-09-01,1.178,9.990000000000002,7.634000000000002,9,1817,8.812000000000003
1817-10-01,1.963,8.166,4.239999999999998,10,1817,6.2029999999999985
1817-11-01,1.6909999999999998,6.329,2.947,11,1817,4.638
1817-12-01,1.673,1.8430000000000002,-1.503,12,1817,0.16999999999999993
1818-01-01,1.775,2.9789999999999996,-0.5709999999999997,1,1818,1.2040000000000002
1818-02-01,1.912,2.667,-1.157,2,1818,0.7549999999999999
1818-03-01,2.177,7.742000000000001,3.3880000000000003,3,1818,5.565
1818-04-01,2.662,12.563,7.239,4,1818,9.901
1818-05-01,1.457,12.704,9.79,5,1818,11.247
1818-06-01,2.26,16.085,11.565,6,1818,13.825
1818-07-01,1.9,15.41,11.61,7,1818,13.51
1818-08-01,0.996,14.162,12.17,8,1818,13.165999999999999
1818-09-01,1.063,11.640999999999998,9.515,9,1818,10.578
1818-10-01,1.704,8.357999999999999,4.95,10,1818,6.654
1818-11-01,2.807,7.842,2.228,11,1818,5.035
1818-12-01,1.236,3.743,1.2709999999999997,12,1818,2.507
1819-01-01,1.984,2.998,-0.9699999999999998,1,1819,1.0140000000000002
1819-02-01,1.995,4.2810000000000015,0.2909999999999999,2,1819,2.286
1819-03-01,2.93,5.8610000000000015,0.00099999999999989,3,1819,2.931
1819-04-01,1.344,8.373,5.685,4,1819,7.029
1819-05-01,1.112,10.963,8.738999999999999,5,1819,9.851
1819-06-01,1.539,14.065,10.987,6,1819,12.526
1819-07-01,1.17,14.208,11.868,7,1819,13.038
1819-08-01,1.124,13.681,11.433,8,1819,12.557
1819-09-01,1.052,11.945999999999998,9.842,9,1819,10.893999999999998
1819-10-01,1.223,10.535,8.088999999999999,10,1819,9.312000000000001
1819-11-01,1.6269999999999998,6.777,3.523000000000001,11,1819,5.15
1819-12-01,1.883,3.725,-0.04100000000000015,12,1819,1.842
1820-01-01,3.9,5.136,-2.664,1,1820,1.236
1820-02-01,2.004,4.149,0.141,2,1820,2.145
1820-03-01,1.945,6.5630000000000015,2.673,3,1820,4.618
1820-04-01,1.168,9.868,7.531999999999999,4,1820,8.7
1820-05-01,1.256,12.876,10.364,5,1820,11.62
1820-06-01,0.912,14.235,12.411,6,1820,13.323
1820-07-01,1.375,14.686,11.936,7,1820,13.311
1820-08-01,1.317,13.295,10.661,8,1820,11.978
1820-09-01,1.176,12.335999999999999,9.984,9,1820,11.16
1820-10-01,1.605,9.193,5.982999999999999,10,1820,7.587999999999999
1820-11-01,1.074,5.517,3.3690000000000007,11,1820,4.4430000000000005
1820-12-01,1.693,2.966,-0.42000000000000015,12,1820,1.273
1821-01-01,1.5490000000000002,4.548,1.45,1,1821,2.9989999999999997
1821-02-01,2.018,5.776,1.7399999999999998,2,1821,3.758
1821-03-01,1.275,6.737000000000003,4.187000000000001,3,1821,5.4620000000000015
1821-04-01,0.858,8.597000000000001,6.8809999999999985,4,1821,7.738999999999999
1821-05-01,1.392,12.692,9.908,5,1821,11.3
1821-06-01,1.4240000000000002,14.031999999999998,11.184000000000001,6,1821,12.608
1821-07-01,1.289,14.328,11.75,7,1821,13.039000000000001
1821-08-01,1.482,14.627,11.663,8,1821,13.145
1821-09-01,1.219,11.396999999999998,8.959,9,1821,10.178
1821-10-01,0.924,9.459,7.611000000000001,10,1821,8.535
1821-11-01,1.802,7.403,3.799,11,1821,5.601
1821-12-01,1.278,3.995,1.439,12,1821,2.717
1822-01-01,2.416,5.175,0.343,1,1822,2.759
1822-02-01,1.83,6.295,2.635,2,1822,4.465
1822-03-01,2.016,9.802999999999999,5.771000000000001,3,1822,7.787000000000001
1822-04-01,1.295,9.573,6.982999999999999,4,1822,8.277999999999999
1822-05-01,1.159,11.645,9.326999999999998,5,1822,10.486
1822-06-01,0.899,13.966,12.168,6,1822,13.067
1822-07-01,1.068,15.28,13.144,7,1822,14.212
1822-08-01,0.8959999999999999,14.110999999999999,12.319,8,1822,13.215
1822-09-01,0.8690000000000001,11.564,9.826,9,1822,10.695
1822-10-01,1.163,8.937000000000001,6.610999999999999,10,1822,7.773999999999999
1822-11-01,1.345,5.846,3.1560000000000006,11,1822,4.501
1822-12-01,1.547,2.5680000000000005,-0.5259999999999996,12,1822,1.0210000000000004
1823-01-01,1.796,3.5540000000000003,-0.038000000000000034,1,1823,1.758
1823-02-01,1.93,3.8960000000000004,0.03600000000000003,2,1823,1.966
1823-03-01,1.192,6.260000000000002,3.876,3,1823,5.0680000000000005
1823-04-01,1.6769999999999998,9.342,5.988,4,1823,7.664999999999999
1823-05-01,0.922,11.485,9.640999999999998,5,1823,10.563
1823-06-01,1.125,15.083,12.833,6,1823,13.958
1823-07-01,1.026,15.222999999999999,13.171,7,1823,14.197
1823-08-01,0.6940000000000001,13.824000000000002,12.436,8,1823,13.13
1823-09-01,1.083,11.280999999999999,9.115,9,1823,10.198
1823-10-01,1.24,8.881999999999998,6.4019999999999975,10,1823,7.641999999999999
1823-11-01,2.079,6.587000000000001,2.4290000000000003,11,1823,4.508
1823-12-01,1.5830000000000002,3.5540000000000003,0.3879999999999997,12,1823,1.971
1824-01-01,1.432,4.083,1.2190000000000003,1,1824,2.651
1824-02-01,1.784,4.463,0.8949999999999998,2,1824,2.679
1824-03-01,1.355,6.712000000000001,4.002000000000002,3,1824,5.357
1824-04-01,1.288,9.663,7.087000000000001,4,1824,8.375
1824-05-01,1.136,12.268,9.996,5,1824,11.132
1824-06-01,1.953,15.38,11.474,6,1824,13.427
1824-07-01,2.158,16.988,12.672,7,1824,14.83
1824-08-01,0.924,14.361,12.513,8,1824,13.437000000000001
1824-09-01,1.557,13.085,9.970999999999998,9,1824,11.528
1824-10-01,0.774,8.971,7.423000000000001,10,1824,8.197000000000001
1824-11-01,1.199,7.076000000000001,4.678000000000002,11,1824,5.8770000000000024
1824-12-01,1.814,6.8900000000000015,3.2620000000000005,12,1824,5.0760000000000005
1825-01-01,1.913,5.126,1.3,1,1825,3.213
1825-02-01,1.479,4.571000000000001,1.6130000000000002,2,1825,3.092
1825-03-01,1.646,7.011,3.719,3,1825,5.365
1825-04-01,1.964,10.952,7.023999999999999,4,1825,8.988
1825-05-01,1.325,12.076,9.426,5,1825,10.751
1825-06-01,1.0490000000000002,14.814,12.716,6,1825,13.765
1825-07-01,1.163,15.17,12.844000000000001,7,1825,14.007
1825-08-01,1.335,14.604000000000001,11.934,8,1825,13.269
1825-09-01,0.978,12.126,10.17,9,1825,11.148
1825-10-01,1.261,9.239999999999998,6.717999999999999,10,1825,7.978999999999999
1825-11-01,2.412,8.469999999999999,3.6460000000000004,11,1825,6.058
1825-12-01,1.569,4.606,1.4680000000000002,12,1825,3.037
1826-01-01,1.68,3.573,0.21300000000000008,1,1826,1.893
1826-02-01,1.619,3.1519999999999997,-0.08599999999999985,2,1826,1.533
1826-03-01,1.669,6.557,3.219,3,1826,4.888
1826-04-01,2.204,10.607000000000001,6.198999999999997,4,1826,8.402999999999999
1826-05-01,0.826,12.63,10.977999999999998,5,1826,11.803999999999998
1826-06-01,1.539,14.559000000000001,11.481,6,1826,13.02
1826-07-01,1.134,15.616,13.348,7,1826,14.482000000000001
1826-08-01,1.511,14.62,11.598000000000004,8,1826,13.109000000000002
1826-09-01,1.779,12.957,9.399,9,1826,11.178
1826-10-01,1.789,10.248,6.67,10,1826,8.459
1826-11-01,1.145,7.779,5.489000000000001,11,1826,6.6339999999999995
1826-12-01,1.82,6.6960000000000015,3.056,12,1826,4.876
1827-01-01,2.3280000000000003,5.921,1.2649999999999997,1,1827,3.593
1827-02-01,1.952,6.367000000000001,2.463,2,1827,4.415
1827-03-01,1.356,7.497000000000001,4.785,3,1827,6.141
1827-04-01,2.669,12.098,6.759999999999999,4,1827,9.428999999999998
1827-05-01,1.393,13.2,10.414000000000001,5,1827,11.807
1827-06-01,1.228,14.776,12.32,6,1827,13.548
1827-07-01,0.662,15.345999999999998,14.021999999999998,7,1827,14.684000000000001
1827-08-01,0.79,14.484000000000002,12.904000000000002,8,1827,13.694
1827-09-01,0.66,11.543,10.223,9,1827,10.883
1827-10-01,1.222,9.732000000000001,7.287999999999999,10,1827,8.51
1827-11-01,1.236,7.515,5.043,11,1827,6.279
1827-12-01,1.827,4.549,0.895,12,1827,2.722
1828-01-01,2.036,2.631,-1.4409999999999998,1,1828,0.5950000000000002
1828-02-01,2.002,3.855,-0.1489999999999998,2,1828,1.8530000000000002
1828-03-01,1.871,7.6,3.858,3,1828,5.729
1828-04-01,1.471,10.208,7.266,4,1828,8.737
1828-05-01,1.412,12.692999999999998,9.869,5,1828,11.281
1828-06-01,1.081,15.205,13.043,6,1828,14.124
1828-07-01,1.753,16.137,12.630999999999998,7,1828,14.384
1828-08-01,0.975,14.61,12.66,8,1828,13.635
1828-09-01,1.078,11.157999999999998,9.001999999999997,9,1828,10.079999999999998
1828-10-01,1.832,10.488,6.823999999999999,10,1828,8.655999999999999
1828-11-01,1.765,7.722000000000001,4.192000000000002,11,1828,5.9570000000000025
1828-12-01,2.505,5.457999999999999,0.4480000000000004,12,1828,2.9530000000000003
1829-01-01,1.931,3.963,0.10099999999999998,1,1829,2.032
1829-02-01,1.959,3.674,-0.244,2,1829,1.715
1829-03-01,1.294,6.355,3.767,3,1829,5.061
1829-04-01,1.0,8.814999999999998,6.814999999999999,4,1829,7.814999999999999
1829-05-01,1.123,12.458999999999998,10.213,5,1829,11.336
1829-06-01,1.3119999999999998,14.172,11.548,6,1829,12.86
1829-07-01,0.912,15.137,13.313,7,1829,14.225
1829-08-01,0.86,14.259,12.539000000000001,8,1829,13.399000000000001
1829-09-01,0.7759999999999999,11.374,9.822000000000001,9,1829,10.598
1829-10-01,1.3119999999999998,10.118000000000002,7.494000000000002,10,1829,8.806000000000003
1829-11-01,1.449,6.452000000000001,3.5540000000000003,11,1829,5.003
1829-12-01,1.909,4.361000000000001,0.5429999999999999,12,1829,2.452
1830-01-01,2.346,5.303000000000001,0.6110000000000002,1,1830,2.9570000000000003
1830-02-01,1.896,5.981,2.189,2,1830,4.085
1830-03-01,1.369,5.823000000000001,3.0850000000000017,3,1830,4.4540000000000015
1830-04-01,1.098,9.939000000000004,7.743000000000002,4,1830,8.841000000000003
1830-05-01,1.01,11.212,9.192,5,1830,10.202
1830-06-01,1.7180000000000002,14.545,11.109000000000002,6,1830,12.827
1830-07-01,1.839,16.781,13.103,7,1830,14.942
1830-08-01,0.643,14.029000000000002,12.743,8,1830,13.386
1830-09-01,1.023,11.563,9.517000000000001,9,1830,10.54
1830-10-01,1.18,9.172999999999998,6.812999999999999,10,1830,7.9929999999999986
1830-11-01,1.7280000000000002,9.220999999999998,5.764999999999999,11,1830,7.4929999999999986
1830-12-01,1.327,5.808,3.154,12,1830,4.481
1831-01-01,2.217,4.399,-0.035000000000000135,1,1831,2.182
1831-02-01,3.5410000000000004,6.0200000000000005,-1.0620000000000005,2,1831,2.479
1831-03-01,1.616,6.174,2.9419999999999997,3,1831,4.558
1831-04-01,0.908,8.639,6.8229999999999995,4,1831,7.731
1831-05-01,1.285,12.279000000000002,9.709,5,1831,10.994000000000002
1831-06-01,1.882,15.085,11.321,6,1831,13.203
1831-07-01,1.172,14.752,12.408,7,1831,13.58
1831-08-01,0.7929999999999999,13.283,11.697,8,1831,12.49
1831-09-01,0.954,10.9,8.991999999999997,9,1831,9.946
1831-10-01,1.068,8.898,6.7620000000000005,10,1831,7.83
1831-11-01,1.358,5.77,3.054,11,1831,4.412
1831-12-01,1.584,3.8489999999999998,0.6809999999999999,12,1831,2.265
1832-01-01,1.757,3.4739999999999998,-0.03999999999999981,1,1832,1.7169999999999999
1832-02-01,1.656,3.489,0.17700000000000027,2,1832,1.833
1832-03-01,1.374,6.024000000000001,3.276,3,1832,4.65
1832-04-01,1.0590000000000002,9.118,6.999999999999999,4,1832,8.059
1832-05-01,1.252,11.741,9.237,5,1832,10.489
1832-06-01,1.126,13.983,11.731,6,1832,12.857000000000001
1832-07-01,2.067,15.794,11.66,7,1832,13.727
1832-08-01,1.3090000000000002,13.275,10.657,8,1832,11.966
1832-09-01,1.194,11.619999999999996,9.232000000000001,9,1832,10.425999999999998
1832-10-01,0.983,9.617,7.651000000000002,10,1832,8.634
1832-11-01,1.914,6.176,2.3480000000000003,11,1832,4.2620000000000005
1832-12-01,2.794,3.5759999999999987,-2.012,12,1832,0.7819999999999996
1833-01-01,1.76,3.766,0.24599999999999975,1,1833,2.006
1833-02-01,1.354,4.1690000000000005,1.461,2,1833,2.815
1833-03-01,1.367,5.888,3.154,3,1833,4.521
1833-04-01,1.0759999999999998,8.945,6.792999999999999,4,1833,7.869
1833-05-01,0.961,11.542,9.62,5,1833,10.581
1833-06-01,0.883,13.932,12.165999999999999,6,1833,13.049000000000001
1833-07-01,1.42,15.222999999999999,12.383,7,1833,13.802999999999999
1833-08-01,0.835,14.057,12.387,8,1833,13.222000000000001
1833-09-01,0.8190000000000001,12.055,10.416999999999998,9,1833,11.236
1833-10-01,1.108,9.008,6.791999999999999,10,1833,7.899999999999999
1833-11-01,1.388,7.984,5.207999999999999,11,1833,6.596
1833-12-01,1.831,4.388999999999999,0.7270000000000003,12,1833,2.5580000000000003
1834-01-01,2.032,2.366,-1.6980000000000002,1,1834,0.3340000000000001
1834-02-01,1.483,3.812,0.8460000000000001,2,1834,2.329
1834-03-01,1.28,7.016000000000003,4.456000000000001,3,1834,5.7360000000000015
1834-04-01,1.11,9.195,6.974999999999999,4,1834,8.084999999999999
1834-05-01,0.6970000000000001,11.931,10.537000000000004,5,1834,11.234000000000002
1834-06-01,0.7609999999999999,13.56,12.038,6,1834,12.799000000000001
1834-07-01,1.186,15.383,13.011,7,1834,14.197
1834-08-01,0.866,14.277999999999999,12.546,8,1834,13.412
1834-09-01,0.731,12.302,10.84,9,1834,11.571
1834-10-01,0.773,9.39,7.8439999999999985,10,1834,8.616999999999999
1834-11-01,1.849,8.204,4.506,11,1834,6.355
1834-12-01,1.0590000000000002,4.151,2.033,12,1834,3.092
1835-01-01,1.755,4.306,0.7960000000000003,1,1835,2.551
1835-02-01,1.464,4.431,1.503,2,1835,2.967
1835-03-01,1.136,5.643,3.371,3,1835,4.507
1835-04-01,1.079,8.847999999999997,6.69,4,1835,7.768999999999999
1835-05-01,1.4469999999999998,11.618,8.724,5,1835,10.171
1835-06-01,0.992,12.999,11.015,6,1835,12.007
1835-07-01,0.693,13.822000000000001,12.436,7,1835,13.129000000000001
1835-08-01,0.805,13.127,11.517000000000001,8,1835,12.322000000000001
1835-09-01,0.925,10.867,9.017000000000001,9,1835,9.942
1835-10-01,1.021,8.855999999999998,6.813999999999999,10,1835,7.834999999999999
1835-11-01,1.419,5.731,2.893,11,1835,4.312
1835-12-01,2.568,3.766,-1.37,12,1835,1.198
1836-01-01,1.6980000000000002,3.3680000000000003,-0.028000000000000247,1,1836,1.67
1836-02-01,1.611,3.9819999999999998,0.76,2,1836,2.371
1836-03-01,1.208,6.6560000000000015,4.24,3,1836,5.4479999999999995
1836-04-01,0.983,8.297999999999998,6.331999999999999,4,1836,7.314999999999999
1836-05-01,1.297,11.576000000000002,8.982000000000003,5,1836,10.279000000000002
1836-06-01,0.893,13.442,11.656,6,1836,12.549000000000001
1836-07-01,0.6,14.245999999999999,13.046,7,1836,13.645999999999999
1836-08-01,1.362,14.192,11.468,8,1836,12.83
1836-09-01,0.975,11.787,9.837,9,1836,10.812000000000001
1836-10-01,1.131,9.887,7.625,10,1836,8.756
1836-11-01,1.192,5.006,2.622,11,1836,3.8139999999999996
1836-12-01,1.083,3.943,1.777,12,1836,2.86
1837-01-01,2.033,3.9730000000000003,-0.09299999999999996,1,1837,1.94
1837-02-01,1.893,4.512,0.7259999999999998,2,1837,2.619
1837-03-01,1.3259999999999998,5.191,2.5390000000000006,3,1837,3.865
1837-04-01,1.017,7.572999999999999,5.538999999999999,4,1837,6.555999999999999
1837-05-01,1.574,11.547,8.399,5,1837,9.973
1837-06-01,0.7979999999999999,12.897,11.300999999999998,6,1837,12.099
1837-07-01,1.618,15.144,11.908,7,1837,13.526
1837-08-01,1.224,14.242,11.794,8,1837,13.017999999999999
1837-09-01,0.664,11.469000000000001,10.141,9,1837,10.805
1837-10-01,0.851,8.504,6.8020000000000005,10,1837,7.653
1837-11-01,1.307,5.476000000000001,2.8620000000000005,11,1837,4.1690000000000005
1837-12-01,1.186,3.471,1.0990000000000002,12,1837,2.285
1838-02-01,1.622,3.185,-0.058999999999999726,2,1838,1.5630000000000002
1838-03-01,1.472,5.195,2.251,3,1838,3.7230000000000003
1838-04-01,1.339,8.722000000000001,6.043999999999999,4,1838,7.382999999999999
1838-05-01,0.8220000000000001,10.807,9.163,5,1838,9.985
1838-06-01,0.631,13.373,12.110999999999999,6,1838,12.742
1838-07-01,0.884,15.251,13.482999999999999,7,1838,14.367
1838-08-01,0.986,14.554,12.582,8,1838,13.568
1838-09-01,0.889,11.995,10.217,9,1838,11.106
1838-10-01,1.021,9.547,7.505,10,1838,8.526
1838-11-01,1.044,6.2040000000000015,4.1160000000000005,11,1838,5.16
1838-12-01,1.239,3.852,1.374,12,1838,2.613
1839-01-01,1.681,3.8369999999999997,0.4750000000000001,1,1839,2.156
1839-02-01,1.546,5.0280000000000005,1.936,2,1839,3.4819999999999998
1839-03-01,1.493,4.166,1.18,3,1839,2.673
1839-04-01,0.92,8.812000000000001,6.971999999999999,4,1839,7.891999999999999
1839-05-01,0.68,10.969000000000001,9.609,5,1839,10.289000000000001
1839-06-01,0.8390000000000001,13.387,11.709000000000001,6,1839,12.548
1839-07-01,0.942,15.353,13.469000000000001,7,1839,14.411
1839-08-01,1.296,15.366,12.774,8,1839,14.07
1839-09-01,0.7140000000000001,11.567,10.139,9,1839,10.853
1839-10-01,0.972,9.191,7.247000000000001,10,1839,8.219
1839-11-01,1.4509999999999998,5.371,2.4690000000000003,11,1839,3.92
1839-12-01,1.619,2.693,-0.5450000000000002,12,1839,1.0739999999999998
1840-01-01,1.4680000000000002,4.029000000000001,1.0930000000000002,1,1840,2.5610000000000004
1840-02-01,1.561,3.663,0.5410000000000004,2,1840,2.1020000000000003
1840-03-01,1.469,5.5089999999999995,2.571,3,1840,4.04
1840-04-01,0.7759999999999999,8.719,7.167000000000001,4,1840,7.943
1840-05-01,0.698,11.870999999999999,10.475,5,1840,11.173
1840-06-01,1.028,14.439,12.383,6,1840,13.411
1840-07-01,0.462,15.175999999999998,14.252,7,1840,14.714
1840-08-01,0.936,14.022,12.15,8,1840,13.085999999999999
1840-09-01,0.586,11.595999999999998,10.424000000000001,9,1840,11.01
1840-10-01,0.853,8.357999999999999,6.652,10,1840,7.505
1840-11-01,0.982,5.083,3.119,11,1840,4.101
1840-12-01,1.075,2.984,0.8340000000000001,12,1840,1.909
1841-01-01,1.761,2.41,-1.1119999999999997,1,1841,0.6490000000000002
1841-02-01,1.602,4.07,0.8660000000000001,2,1841,2.468
1841-03-01,1.324,4.631,1.983,3,1841,3.307
1841-04-01,0.942,7.712000000000001,5.8279999999999985,4,1841,6.77
1841-05-01,0.573,11.337,10.191,5,1841,10.764000000000001
1841-06-01,0.64,13.702,12.422,6,1841,13.062000000000001
1841-07-01,0.737,15.289000000000001,13.815,7,1841,14.552
1841-08-01,0.7490000000000001,14.457,12.959000000000001,8,1841,13.708
1841-09-01,0.583,11.504000000000001,10.338,9,1841,10.921
1841-10-01,0.654,9.419,8.110999999999999,10,1841,8.764999999999999
1841-11-01,0.878,5.622000000000001,3.866,11,1841,4.744
1841-12-01,0.981,3.529,1.5670000000000002,12,1841,2.548
1842-01-01,1.64,3.2760000000000002,-0.0040000000000000036,1,1842,1.636
1842-02-01,1.56,4.347,1.227,2,1842,2.787
1842-03-01,1.164,6.914,4.586,3,1842,5.75
1842-04-01,0.76,9.07,7.549999999999999,4,1842,8.309999999999999
1842-05-01,0.643,11.177999999999999,9.892000000000001,5,1842,10.535
1842-06-01,0.6609999999999999,13.29,11.968,6,1842,12.629000000000001
1842-07-01,0.509,14.093,13.075,7,1842,13.584000000000001
1842-08-01,0.642,13.883,12.599,8,1842,13.241
1842-09-01,0.677,11.617,10.263,9,1842,10.94
1842-10-01,0.759,9.066,7.547999999999999,10,1842,8.307
1842-11-01,0.792,5.6160000000000005,4.032,11,1842,4.824
1842-12-01,0.963,4.6930000000000005,2.767,12,1842,3.73
1843-01-01,1.212,4.186,1.7620000000000002,1,1843,2.9739999999999998
1843-02-01,1.045,4.965,2.875,2,1843,3.92
1843-03-01,0.88,5.624,3.864,3,1843,4.744
1843-04-01,0.691,8.520999999999999,7.1389999999999985,4,1843,7.829999999999999
1843-05-01,0.636,10.675999999999998,9.404,5,1843,10.04
1843-06-01,0.523,13.053,12.007,6,1843,12.53
1843-07-01,0.545,14.536,13.446,7,1843,13.991
1843-08-01,0.564,13.859000000000002,12.731,8,1843,13.295
1843-09-01,0.534,11.86,10.791999999999998,9,1843,11.326
1843-10-01,0.596,9.318,8.126000000000001,10,1843,8.722000000000001
1843-11-01,0.775,5.722,4.172,11,1843,4.947
1843-12-01,0.997,4.7620000000000005,2.768,12,1843,3.765
1844-01-01,1.17,3.0380000000000003,0.6980000000000002,1,1844,1.868
1844-02-01,1.137,3.1750000000000003,0.9010000000000002,2,1844,2.0380000000000003
1844-03-01,0.999,5.7330000000000005,3.735,3,1844,4.734
1844-04-01,0.81,8.198999999999998,6.578999999999999,4,1844,7.3889999999999985
1844-05-01,0.648,10.757,9.461,5,1844,10.109
1844-06-01,0.7240000000000001,13.564,12.116,6,1844,12.84
1844-07-01,0.605,14.526,13.316,7,1844,13.921
1844-08-01,0.6920000000000001,13.738,12.354000000000001,8,1844,13.046
1844-09-01,0.8170000000000001,11.636,10.002,9,1844,10.819
1844-10-01,0.919,9.619,7.780999999999999,10,1844,8.7
1844-11-01,1.327,5.728,3.074,11,1844,4.401
1844-12-01,1.264,3.155,0.627,12,1844,1.891
1845-01-01,1.364,4.025,1.297,1,1845,2.661
1845-02-01,1.226,2.853,0.4009999999999998,2,1845,1.6269999999999998
1845-03-01,0.882,5.533,3.769,3,1845,4.651
1845-04-01,0.731,8.889,7.4270000000000005,4,1845,8.158
1845-05-01,0.772,11.205,9.661,5,1845,10.433
1845-06-01,0.631,13.494000000000002,12.232000000000001,6,1845,12.863
1845-07-01,0.725,15.044,13.594,7,1845,14.319
1845-08-01,0.561,14.117,12.995,8,1845,13.556
1845-09-01,0.536,11.77,10.698000000000002,9,1845,11.234000000000002
1845-10-01,0.652,8.434,7.129999999999999,10,1845,7.781999999999999
1845-11-01,1.155,6.349,4.039,11,1845,5.194
1845-12-01,1.3430000000000002,3.079,0.3929999999999996,12,1845,1.7359999999999998
1846-01-01,1.47,4.683,1.743,1,1846,3.213
1846-02-01,1.177,4.553000000000001,2.1990000000000003,2,1846,3.3760000000000003
1846-03-01,1.031,7.345,5.2829999999999995,3,1846,6.314
1846-04-01,1.729,9.201999999999998,5.743999999999999,4,1846,7.472999999999999
1846-05-01,0.8440000000000001,11.739999999999998,10.052,5,1846,10.896
1846-06-01,1.143,14.673,12.387,6,1846,13.53
1846-07-01,0.737,15.66,14.186,7,1846,14.923
1846-08-01,0.765,14.886,13.356,8,1846,14.120999999999999
1846-09-01,0.716,12.454,11.022,9,1846,11.738
1846-10-01,0.8759999999999999,9.105,7.353,10,1846,8.229
1846-11-01,1.039,6.082999999999999,4.005000000000001,11,1846,5.0440000000000005
1846-12-01,1.094,4.87,2.6819999999999995,12,1846,3.7760000000000002
1847-01-01,1.269,4.022,1.484,1,1847,2.753
1847-02-01,1.383,4.9849999999999985,2.219,2,1847,3.602
1847-03-01,1.5830000000000002,5.629,2.463,3,1847,4.046
1847-04-01,0.998,8.977999999999998,6.9819999999999975,4,1847,7.979999999999999
1847-05-01,0.752,11.374,9.87,5,1847,10.622
1847-06-01,0.428,13.255999999999998,12.4,6,1847,12.828
1847-07-01,0.6,14.85,13.65,7,1847,14.25
1847-08-01,0.657,14.071,12.757,8,1847,13.414000000000001
1847-09-01,0.528,12.147000000000002,11.091,9,1847,11.619000000000002
1847-10-01,0.8440000000000001,9.462,7.774,10,1847,8.618
1847-11-01,0.778,6.352,4.7959999999999985,11,1847,5.574
1847-12-01,0.988,2.7139999999999995,0.7379999999999998,12,1847,1.7259999999999998
1848-01-01,1.341,1.851,-0.8309999999999997,1,1848,0.5100000000000002
1848-02-01,1.4369999999999998,5.162999999999999,2.289,2,1848,3.7260000000000004
1848-03-01,0.967,5.773,3.839,3,1848,4.806
1848-04-01,1.054,9.164,7.055999999999999,4,1848,8.11
1848-05-01,0.584,11.163999999999998,9.996,5,1848,10.579999999999998
1848-06-01,0.583,13.83,12.664000000000001,6,1848,13.247
1848-07-01,0.613,15.079,13.853,7,1848,14.466
1848-08-01,0.7090000000000001,13.977,12.559,8,1848,13.267999999999999
1848-09-01,0.623,11.62,10.374,9,1848,10.997
1848-10-01,0.8370000000000001,9.492,7.818,10,1848,8.655
1848-11-01,0.748,6.037999999999999,4.542,11,1848,5.29
1848-12-01,0.96,3.0589999999999997,1.1390000000000002,12,1848,2.099
1849-01-01,1.308,3.2489999999999997,0.633,1,1849,1.9409999999999998
1849-02-01,1.345,3.983,1.2930000000000001,2,1849,2.638
1849-03-01,1.06,6.362,4.242000000000001,3,1849,5.3020000000000005
1849-04-01,0.845,7.872999999999998,6.183,4,1849,7.028
1849-05-01,0.644,10.803,9.515,5,1849,10.159
1849-06-01,0.659,13.659,12.341,6,1849,13.0
1849-07-01,0.6779999999999999,15.136,13.78,7,1849,14.458
1849-08-01,0.902,14.505,12.700999999999999,8,1849,13.603
1849-09-01,0.568,11.661,10.525,9,1849,11.093
1849-10-01,0.733,9.622999999999998,8.156999999999996,10,1849,8.889999999999997
1849-11-01,1.3130000000000002,7.091000000000001,4.465,11,1849,5.7780000000000005
1849-12-01,0.908,2.8310000000000004,1.015,12,1849,1.923
1850-01-01,1.105,1.854,-0.3559999999999999,1,1850,0.7490000000000001
1850-02-01,1.275,4.346,1.7960000000000005,2,1850,3.071
1850-03-01,0.955,5.909,3.999,3,1850,4.954
1850-04-01,0.665,7.882000000000001,6.5520000000000005,4,1850,7.2170000000000005
1850-05-01,0.617,10.621,9.387,5,1850,10.004
1850-06-01,0.614,13.764,12.536,6,1850,13.15
1850-07-01,0.614,15.106000000000002,13.878,7,1850,14.492
1850-08-01,0.802,14.841,13.237,8,1850,14.039000000000001
1850-09-01,0.675,12.18,10.83,9,1850,11.505
1850-10-01,0.863,8.954,7.2280000000000015,10,1850,8.091000000000001
1850-11-01,1.149,5.8820000000000014,3.5840000000000005,11,1850,4.7330000000000005
1850-12-01,1.183,3.986,1.62,12,1850,2.803
1851-01-01,1.122,3.553,1.3090000000000002,1,1851,2.431
1851-02-01,1.1,3.608,1.4080000000000001,2,1851,2.508
1851-03-01,0.971,5.162999999999999,3.221,3,1851,4.192
