Datetime,LandAverageTemperatureUncertainty,UpperBounds,LowerBounds,month,year,Average_Temperature,Yearly_SMA,Decade_SMA,Semicentennial_SMA,Centurie,Global_Warming
1814-02-01,2.121,3.81,-0.43200000000000005,2,1814,1.689,7.93308333333333,7.646149999999997,8.157783333333333,,0
1814-03-01,2.259,4.923,0.4049999999999998,3,1814,2.6639999999999997,8.02208333333333,7.647974999999997,8.138903333333333,,0
1814-04-01,1.5,8.693,5.693,4,1814,7.193,7.939666666666663,7.69175833333333,8.133681666666666,,0
1814-05-01,2.3209999999999997,11.738,7.096,5,1814,9.417,7.777166666666663,7.733358333333331,8.139116666666666,,1
1814-06-01,0.9890000000000001,13.807,11.829,6,1814,12.818,7.741833333333329,7.756366666666664,8.149868333333334,,1
1814-07-01,1.8519999999999999,14.384,10.68,7,1814,12.532,7.576083333333329,7.759908333333331,8.165550000000001,,1
1814-08-01,1.453,14.120999999999999,11.215,8,1814,12.668,7.5403333333333284,7.750691666666665,8.184381666666669,,1
1814-09-01,1.3319999999999999,12.008,9.343999999999998,9,1814,10.675999999999998,7.401749999999995,7.718733333333332,8.200890000000003,,1
1814-10-01,1.847,9.221,5.526999999999999,10,1814,7.374,7.294083333333329,7.676283333333332,8.210553333333335,,0
1814-11-01,3.428,10.167,3.3110000000000004,11,1814,6.739,7.286916666666662,7.6550916666666655,8.208666666666668,,0
1814-12-01,4.298,10.127000000000002,1.5310000000000017,12,1814,5.8290000000000015,7.591749999999995,7.644233333333332,8.200546666666668,,0
1815-01-01,2.033,4.084,0.018000000000000238,1,1815,2.051,7.637499999999996,7.642791666666666,8.183513333333336,,0
1815-02-01,2.386,4.659000000000002,-0.113,2,1815,2.273,7.686166666666662,7.638216666666666,8.163758333333336,,0
1815-03-01,2.3280000000000003,5.9910000000000005,1.335,3,1815,3.6630000000000003,7.769416666666662,7.647433333333333,8.150900000000002,,0
1815-04-01,2.3409999999999997,8.928999999999998,4.247,4,1815,6.587999999999999,7.718999999999995,7.654333333333332,8.152655000000001,,0
1815-05-01,1.8119999999999998,11.657,8.033000000000001,5,1815,9.845,7.754666666666662,7.668683333333332,8.16141666666667,,1
1815-06-01,1.242,12.404000000000002,9.920000000000002,6,1815,11.162,7.616666666666663,7.669166666666666,8.174380000000003,,1
1815-07-01,2.371,16.765,12.023,7,1815,14.394,7.77183333333333,7.672224999999998,8.195468333333336,,1
1815-08-01,1.348,14.557,11.860999999999999,8,1815,13.209,7.816916666666664,7.659783333333332,8.207213333333335,,1
1815-09-01,1.5030000000000001,12.654000000000002,9.648,9,1815,11.151,7.856499999999997,7.625458333333331,8.21659666666667,,1
1815-10-01,2.295,9.432,4.8420000000000005,10,1815,7.1370000000000005,7.836749999999998,7.584608333333332,8.215358333333334,,0
1815-11-01,1.732,5.91,2.4459999999999997,11,1815,4.178,7.62333333333333,7.555791666666665,8.203696666666668,,0
1815-12-01,2.207,3.4279999999999995,-0.9860000000000002,12,1815,1.2209999999999996,7.23933333333333,7.528008333333332,8.186193333333334,,0
1816-01-01,2.7239999999999998,5.461,0.013000000000000345,1,1816,2.737,7.2964999999999955,7.516166666666665,8.169910000000002,,0
1816-02-01,2.947,3.623,-2.2710000000000004,2,1816,0.6759999999999997,7.163416666666663,7.497491666666665,8.150566666666668,,0
1816-03-01,1.9280000000000002,5.832999999999998,1.9769999999999999,3,1816,3.905,7.18358333333333,7.505558333333331,8.139248333333335,,0
1816-04-01,2.129,9.735,5.477,4,1816,7.606,7.268416666666663,7.529849999999998,8.13524,,0
1816-05-01,1.804,12.398,8.79,5,1816,10.594,7.33083333333333,7.551199999999998,8.143245,,1
1816-06-01,1.087,12.877,10.703,6,1816,11.79,7.383166666666663,7.553591666666664,8.154036666666668,,1
1816-07-01,1.538,13.805,10.729,7,1816,12.267,7.2059166666666625,7.552333333333332,8.168181666666667,,1
1816-08-01,1.2570000000000001,13.827,11.313,8,1816,12.57,7.152666666666661,7.541058333333331,8.182745,,1
1816-09-01,0.7070000000000001,11.097000000000001,9.683,9,1816,10.39,7.089249999999995,7.506033333333332,8.18863,,1
1816-10-01,3.583,9.282,2.116,10,1816,5.699,6.969416666666661,7.448949999999998,8.183106666666665,,0
1816-11-01,3.81,7.8679999999999986,0.2479999999999997,11,1816,4.058,6.959416666666662,7.412549999999998,8.171979999999998,,0
1816-12-01,2.801,3.759,-1.843,12,1816,0.9580000000000002,6.937499999999996,7.3769416666666645,8.155521666666665,,0
1817-01-01,2.451,3.991,-0.911,1,1817,1.54,6.837749999999996,7.3565333333333305,8.134833333333331,,0
1817-02-01,2.5469999999999997,6.1960000000000015,1.1020000000000003,2,1817,3.649,7.085499999999996,7.378149999999997,8.119048333333332,,0
1817-03-01,2.153,6.722,2.416,3,1817,4.569,7.14083333333333,7.38210833333333,8.108341666666666,,0
1817-04-01,1.8359999999999999,9.724999999999998,6.052999999999999,4,1817,7.8889999999999985,7.164416666666663,7.407949999999997,8.108316666666665,,0
1817-05-01,1.3940000000000001,10.87,8.082,5,1817,9.476,7.0712499999999965,7.428824999999997,8.114771666666664,,1
1817-06-01,1.25,12.537,10.037,6,1817,11.287,7.029333333333331,7.445124999999996,8.129584999999997,,1
1817-07-01,1.057,13.129,11.015,7,1817,12.072,7.013083333333332,7.434949999999997,8.141544999999997,,1
1817-08-01,1.307,14.71,12.095999999999998,8,1817,13.403,7.082499999999999,7.428824999999997,8.15378,,1
1817-09-01,1.178,9.990000000000002,7.634000000000002,9,1817,8.812000000000003,6.950999999999998,7.3872666666666635,8.155121666666666,,1
1817-10-01,1.963,8.166,4.239999999999998,10,1817,6.202999999999999,6.9929999999999986,7.33383333333333,8.146746666666667,,0
1817-11-01,1.6909999999999998,6.329,2.947,11,1817,4.638,7.0413333333333314,7.298674999999998,8.131721666666666,,0
1817-12-01,1.673,1.843,-1.5030000000000001,12,1817,0.16999999999999993,6.975666666666665,7.249966666666664,8.109413333333332,,0
1818-01-01,1.775,2.979,-0.5709999999999997,1,1818,1.2040000000000002,6.947666666666664,7.22315833333333,8.088489999999998,,0
1818-02-01,1.912,2.667,-1.157,2,1818,0.7549999999999999,6.7064999999999975,7.220024999999996,8.069331666666665,,0
1818-03-01,2.177,7.742000000000001,3.3880000000000003,3,1818,5.565,6.789499999999997,7.248549999999996,8.064498333333331,,0
1818-04-01,2.662,12.562999999999999,7.239,4,1818,9.901,6.957166666666663,7.2947166666666625,8.068576666666665,,1
1818-05-01,1.4569999999999999,12.704,9.79,5,1818,11.247,7.104749999999997,7.326091666666662,8.083433333333332,,1
1818-06-01,2.26,16.085,11.565,6,1818,13.825,7.316249999999997,7.363324999999997,8.099921666666665,,1
1818-07-01,1.9,15.41,11.61,7,1818,13.51,7.43608333333333,7.363999999999996,8.110735,,1
1818-08-01,0.996,14.162,12.17,8,1818,13.166,7.41633333333333,7.352958333333331,8.122214999999999,,1
1818-09-01,1.063,11.640999999999998,9.515,9,1818,10.578,7.563499999999997,7.33238333333333,8.122856666666667,,1
1818-10-01,1.704,8.357999999999999,4.95,10,1818,6.654,7.601083333333329,7.28190833333333,8.110426666666667,,0
1818-11-01,2.807,7.8420000000000005,2.228,11,1818,5.035,7.634166666666662,7.25743333333333,8.09655,,0
1818-12-01,1.236,3.7430000000000003,1.2709999999999997,12,1818,2.5069999999999997,7.828916666666662,7.240724999999996,8.0764,,0
1819-01-01,1.984,2.998,-0.9699999999999998,1,1819,1.0140000000000002,7.813083333333329,7.24178333333333,8.058631666666667,,0
1819-02-01,1.995,4.2810000000000015,0.2909999999999999,2,1819,2.286,7.9406666666666625,7.259099999999996,8.047396666666668,,0
1819-03-01,2.93,5.8610000000000015,0.00099999999999989,3,1819,2.931,7.7211666666666625,7.2763916666666635,8.03909,,0
1819-04-01,1.344,8.373,5.685,4,1819,7.029,7.48183333333333,7.306424999999996,8.048823333333333,,0
1819-05-01,1.112,10.963,8.738999999999999,5,1819,9.851,7.365499999999996,7.3232416666666635,8.064398333333331,,1
1819-06-01,1.5390000000000001,14.065,10.987,6,1819,12.526,7.2572499999999955,7.3505999999999965,8.081198333333331,,1
1819-07-01,1.17,14.208,11.868,7,1819,13.038,7.217916666666661,7.350933333333329,8.091394999999999,,1
1819-08-01,1.124,13.681,11.433,8,1819,12.557,7.167166666666662,7.3501083333333295,8.09721333333333,,1
1819-09-01,1.052,11.945999999999998,9.842,9,1819,10.893999999999998,7.193499999999996,7.333349999999997,8.094553333333332,,1
1819-10-01,1.2229999999999999,10.535,8.088999999999999,10,1819,9.312,7.414999999999996,7.3195583333333305,8.086948333333332,,1
1819-11-01,1.6269999999999998,6.777,3.523000000000001,11,1819,5.15,7.42458333333333,7.290391666666664,8.074944999999998,,0
1819-12-01,1.883,3.725,-0.04100000000000015,12,1819,1.8419999999999999,7.369166666666662,7.279916666666663,8.059974999999998,,0
1820-01-01,3.9,5.136,-2.6639999999999997,1,1820,1.236,7.3876666666666635,7.27290833333333,8.049153333333331,,0
1820-02-01,2.004,4.149,0.141,2,1820,2.145,7.3759166666666625,7.2833833333333295,8.04509333333333,,0
1820-03-01,1.945,6.5630000000000015,2.673,3,1820,4.618,7.516499999999996,7.3019416666666634,8.048344999999998,,0
1820-04-01,1.168,9.868,7.531999999999999,4,1820,8.7,7.655749999999997,7.33265833333333,8.05900333333333,,1
1820-05-01,1.256,12.876,10.364,5,1820,11.62,7.803166666666663,7.375049999999997,8.07476333333333,,1
1820-06-01,0.912,14.235,12.411,6,1820,13.323,7.86958333333333,7.410499999999997,8.089351666666666,,1
1820-07-01,1.375,14.686,11.936,7,1820,13.311,7.89233333333333,7.421974999999998,8.096591666666665,,1
1820-08-01,1.317,13.295,10.661,8,1820,11.978,7.844083333333329,7.417199999999997,8.095099999999999,,1
1820-09-01,1.176,12.336,9.984,9,1820,11.16,7.866249999999996,7.40985833333333,8.088463333333333,,1
1820-10-01,1.605,9.193,5.982999999999999,10,1820,7.587999999999999,7.722583333333329,7.393658333333329,8.077008333333332,,0
1820-11-01,1.074,5.517,3.3690000000000007,11,1820,4.4430000000000005,7.6636666666666615,7.375416666666663,8.061923333333333,,0
1820-12-01,1.693,2.966,-0.42000000000000015,12,1820,1.273,7.616249999999995,7.354133333333329,8.045295,,0
1821-01-01,1.5490000000000002,4.548,1.45,1,1821,2.999,7.7631666666666606,7.3569583333333295,8.041465,,0
1821-02-01,2.0180000000000002,5.776,1.7399999999999998,2,1821,3.758,7.897583333333327,7.376824999999997,8.043078333333334,,0
1821-03-01,1.275,6.737000000000003,4.187000000000001,3,1821,5.4620000000000015,7.967916666666661,7.4185916666666625,8.048891666666666,,0
1821-04-01,0.858,8.597000000000001,6.880999999999999,4,1821,7.738999999999999,7.887833333333329,7.452241666666663,8.054948333333334,,0
1821-05-01,1.392,12.692,9.908,5,1821,11.3,7.861166666666661,7.493891666666662,8.071095,,1
1821-06-01,1.4240000000000002,14.031999999999998,11.184,6,1821,12.607999999999999,7.801583333333329,7.520266666666662,8.075795000000001,,1
1821-07-01,1.2890000000000001,14.328,11.75,7,1821,13.039,7.778916666666663,7.527783333333328,8.080866666666667,,1
1821-08-01,1.482,14.627,11.663,8,1821,13.145,7.876166666666663,7.537691666666661,8.082968333333335,,1
1821-09-01,1.219,11.396999999999998,8.959,9,1821,10.177999999999999,7.79433333333333,7.511458333333327,8.080563333333334,,1
1821-10-01,0.924,9.459,7.6110000000000015,10,1821,8.535,7.873249999999996,7.4961833333333265,8.075766666666668,,1
1821-11-01,1.8019999999999998,7.403,3.799,11,1821,5.601,7.969749999999997,7.488024999999993,8.067228333333334,,0
1821-12-01,1.278,3.995,1.439,12,1821,2.717,8.09008333333333,7.4814749999999925,8.057321666666667,,0
1822-01-01,2.416,5.175,0.34299999999999997,1,1822,2.759,8.070083333333331,7.47801666666666,8.052268333333332,,0
1822-02-01,1.83,6.295,2.635,2,1822,4.465,8.128999999999998,7.507083333333327,8.05182,,0
1822-03-01,2.016,9.803,5.771000000000001,3,1822,7.787000000000001,8.322749999999997,7.570883333333327,8.056296666666666,,0
1822-04-01,1.295,9.573,6.982999999999999,4,1822,8.277999999999999,8.367666666666665,7.622833333333328,8.065403333333334,,0
1822-05-01,1.159,11.645,9.326999999999998,5,1822,10.485999999999999,8.299833333333332,7.652299999999994,8.073351666666667,,1
1822-06-01,0.899,13.966,12.168,6,1822,13.067,8.338083333333332,7.681358333333327,8.079086666666667,,1
1822-07-01,1.068,15.28,13.144,7,1822,14.212,8.435833333333333,7.699749999999994,8.079266666666667,,1
1822-08-01,0.8959999999999999,14.111,12.319,8,1822,13.215,8.441666666666666,7.690249999999994,8.078245,,1
1822-09-01,0.8690000000000001,11.564,9.826,9,1822,10.695,8.48475,7.654224999999994,8.072396666666666,,1
1822-10-01,1.163,8.937000000000003,6.610999999999999,10,1822,7.773999999999999,8.421333333333335,7.634133333333327,8.066415000000001,,0
1822-11-01,1.345,5.846,3.1560000000000006,11,1822,4.501,8.329666666666668,7.608366666666661,8.056721666666668,,0
1822-12-01,1.547,2.5680000000000005,-0.5259999999999996,12,1822,1.0210000000000004,8.188333333333334,7.580466666666661,8.050229999999999,,0
1823-01-01,1.796,3.5540000000000003,-0.038000000000000034,1,1823,1.758,8.104916666666668,7.583883333333328,8.048956666666667,,0
1823-02-01,1.93,3.896,0.03600000000000003,2,1823,1.966,7.896666666666667,7.581449999999994,8.050145,,0
1823-03-01,1.192,6.2600000000000025,3.8760000000000003,3,1823,5.0680000000000005,7.670083333333333,7.610383333333328,8.056128333333334,,0
1823-04-01,1.6769999999999998,9.342,5.9879999999999995,4,1823,7.664999999999999,7.619,7.6060749999999935,8.063808333333334,,0
1823-05-01,0.922,11.485,9.640999999999998,5,1823,10.562999999999999,7.625416666666666,7.599374999999994,8.066650000000001,,1
1823-06-01,1.125,15.083,12.833,6,1823,13.958,7.6996666666666655,7.605341666666661,8.074028333333334,,1
1823-07-01,1.026,15.223,13.171,7,1823,14.197000000000001,7.698416666666666,7.602641666666661,8.076611666666668,,1
1823-08-01,0.6940000000000001,13.824000000000002,12.436,8,1823,13.13,7.691333333333332,7.602916666666661,8.074193333333334,,1
1823-09-01,1.083,11.281,9.115,9,1823,10.198,7.649916666666665,7.585074999999994,8.067693333333334,,1
1823-10-01,1.24,8.881999999999998,6.4019999999999975,10,1823,7.641999999999999,7.638916666666664,7.57654166666666,8.063258333333335,,0
1823-11-01,2.079,6.5870000000000015,2.4290000000000003,11,1823,4.508,7.639499999999997,7.557233333333327,8.055325000000002,,0
1823-12-01,1.5830000000000002,3.5540000000000003,0.3879999999999997,12,1823,1.9709999999999999,7.718666666666664,7.55556666666666,8.045716666666667,,0
1824-01-01,1.432,4.083,1.2190000000000003,1,1824,2.6510000000000002,7.793083333333331,7.56514166666666,8.040948333333334,,0
1824-02-01,1.784,4.463,0.8949999999999998,2,1824,2.679,7.852499999999998,7.5733916666666605,8.043045000000001,,0
1824-03-01,1.355,6.7120000000000015,4.002000000000002,3,1824,5.357,7.876583333333332,7.595833333333327,8.044603333333335,,0
1824-04-01,1.288,9.663,7.0870000000000015,4,1824,8.375,7.935749999999999,7.605683333333327,8.04287,,0
1824-05-01,1.136,12.267999999999999,9.996,5,1824,11.132,7.983166666666666,7.619974999999993,8.04015,,1
1824-06-01,1.953,15.38,11.474,6,1824,13.427,7.938916666666667,7.625049999999993,8.041176666666667,,1
1824-07-01,2.158,16.988,12.672,7,1824,14.83,7.991666666666666,7.6441999999999934,8.041753333333332,,1
1824-08-01,0.924,14.360999999999999,12.513,8,1824,13.437,8.017249999999999,7.650608333333326,8.041441666666666,,1
1824-09-01,1.557,13.085,9.970999999999998,9,1824,11.527999999999999,8.12808333333333,7.657708333333327,8.039841666666666,,1
1824-10-01,0.774,8.971,7.423000000000001,10,1824,8.197000000000001,8.174333333333331,7.664566666666659,8.03816,,0
1824-11-01,1.199,7.076000000000001,4.678000000000002,11,1824,5.877000000000002,8.288416666666665,7.657383333333326,8.042340000000001,,0
1824-12-01,1.814,6.8900000000000015,3.2620000000000005,12,1824,5.0760000000000005,8.547166666666664,7.651108333333326,8.042315,,0
1825-01-01,1.913,5.126,1.3,1,1825,3.213,8.593999999999998,7.6607916666666585,8.03948,,0
1825-02-01,1.479,4.5710000000000015,1.6130000000000002,2,1825,3.092,8.628416666666665,7.6676166666666585,8.035228333333333,,0
1825-03-01,1.646,7.011,3.719,3,1825,5.365,8.62908333333333,7.681799999999992,8.027248333333333,,0
1825-04-01,1.964,10.952,7.023999999999999,4,1825,8.988,8.680166666666663,7.7017999999999915,8.016609999999998,,1
1825-05-01,1.325,12.075999999999999,9.426,5,1825,10.751,8.648416666666664,7.709349999999991,8.01103,,1
1825-06-01,1.0490000000000002,14.814,12.716,6,1825,13.765,8.676583333333332,7.731041666666657,8.015745,,1
1825-07-01,1.163,15.17,12.844,7,1825,14.007,8.607999999999999,7.727816666666657,8.024773333333332,,1
1825-08-01,1.335,14.604,11.934000000000001,8,1825,13.269,8.594,7.728316666666657,8.041839999999999,,1
1825-09-01,0.978,12.126,10.17,9,1825,11.148,8.562333333333333,7.728291666666658,8.059903333333331,,1
1825-10-01,1.261,9.239999999999998,6.717999999999999,10,1825,7.978999999999999,8.544166666666666,7.735308333333324,8.066099999999999,,0
1825-11-01,2.412,8.469999999999999,3.646,11,1825,6.058,8.55925,7.7509749999999915,8.065484999999999,,0
1825-12-01,1.569,4.606,1.4680000000000002,12,1825,3.037,8.389333333333333,7.7661083333333245,8.057614999999998,,0
1826-01-01,1.68,3.573,0.21300000000000008,1,1826,1.893,8.279333333333334,7.759074999999992,8.047516666666665,,0
1826-02-01,1.619,3.152,-0.08599999999999985,2,1826,1.5330000000000001,8.149416666666667,7.766216666666659,8.031073333333332,,0
1826-03-01,1.669,6.557,3.219,3,1826,4.888,8.109666666666667,7.774408333333326,8.018696666666665,,0
1826-04-01,2.204,10.607,6.198999999999997,4,1826,8.402999999999999,8.06091666666667,7.7810499999999925,8.008169999999998,,1
1826-05-01,0.826,12.63,10.977999999999998,5,1826,11.803999999999998,8.148666666666669,7.791133333333325,8.003784999999999,,1
1826-06-01,1.5390000000000001,14.559,11.481,6,1826,13.02,8.086583333333335,7.801383333333325,8.006991666666666,,1
1826-07-01,1.1340000000000001,15.616,13.347999999999999,7,1826,14.482,8.126166666666668,7.819841666666658,8.013841666666666,,1
1826-08-01,1.511,14.62,11.598000000000004,8,1826,13.109000000000002,8.112833333333334,7.824333333333325,8.022058333333332,,1
1826-09-01,1.7790000000000001,12.957,9.399,9,1826,11.177999999999999,8.115333333333334,7.830899999999991,8.038548333333333,,1
1826-10-01,1.7890000000000001,10.248,6.67,10,1826,8.459,8.155333333333335,7.853899999999991,8.044605,,1
1826-11-01,1.145,7.779,5.489000000000001,11,1826,6.634,8.203333333333335,7.875366666666658,8.047908333333334,,0
1826-12-01,1.82,6.6960000000000015,3.056,12,1826,4.876,8.356583333333335,7.908016666666658,8.043635,,0
1827-01-01,2.3280000000000003,5.921,1.2649999999999997,1,1827,3.593,8.498250000000002,7.9251249999999915,8.032164999999999,,0
1827-02-01,1.952,6.367000000000001,2.463,2,1827,4.415,8.73841666666667,7.9315083333333245,8.01525,,0
1827-03-01,1.3559999999999999,7.497000000000001,4.785,3,1827,6.141,8.842833333333337,7.944608333333324,8.001971666666664,,0
1827-04-01,2.6689999999999996,12.097999999999999,6.759999999999999,4,1827,9.428999999999998,8.928333333333336,7.957441666666657,7.992958333333331,,1
1827-05-01,1.393,13.2,10.414,5,1827,11.807,8.928583333333338,7.976866666666657,7.994966666666665,,1
1827-06-01,1.228,14.776,12.32,6,1827,13.548,8.972583333333338,7.995708333333324,8.00411333333333,,1
1827-07-01,0.662,15.345999999999998,14.021999999999998,7,1827,14.684,8.98941666666667,8.01747499999999,8.01880333333333,,1
1827-08-01,0.79,14.484000000000002,12.904000000000002,8,1827,13.694,9.03816666666667,8.01989999999999,8.033258333333333,,1
1827-09-01,0.66,11.543,10.222999999999999,9,1827,10.883,9.013583333333338,8.037158333333323,8.041361666666665,,1
1827-10-01,1.222,9.732,7.2879999999999985,10,1827,8.51,9.017833333333337,8.056383333333324,8.047346666666666,,1
1827-11-01,1.236,7.515,5.043,11,1827,6.279,8.988250000000004,8.070058333333323,8.048525,,0
1827-12-01,1.827,4.5489999999999995,0.895,12,1827,2.722,8.808750000000003,8.09132499999999,8.042458333333332,,0
1828-01-01,2.036,2.6310000000000002,-1.4409999999999998,1,1828,0.5950000000000002,8.55891666666667,8.08624999999999,8.024468333333333,,0
1828-02-01,2.002,3.855,-0.1489999999999998,2,1828,1.853,8.345416666666669,8.09539999999999,8.007018333333333,,0
1828-03-01,1.871,7.6,3.858,3,1828,5.729,8.311083333333334,8.096766666666657,7.995328333333332,,0
1828-04-01,1.4709999999999999,10.208,7.266,4,1828,8.737,8.253416666666668,8.087066666666656,7.988531666666666,,1
1828-05-01,1.412,12.692999999999998,9.869,5,1828,11.280999999999999,8.209583333333333,8.08734999999999,7.988368333333333,,1
1828-06-01,1.081,15.205,13.043,6,1828,14.124,8.257583333333333,8.089841666666656,8.000314999999999,,1
1828-07-01,1.7530000000000001,16.137,12.630999999999998,7,1828,14.384,8.232583333333332,8.09712499999999,8.015073333333332,,1
1828-08-01,0.975,14.61,12.66,8,1828,13.635,8.227666666666666,8.101033333333323,8.032686666666665,,1
1828-09-01,1.078,11.157999999999998,9.001999999999997,9,1828,10.079999999999998,8.16075,8.096883333333324,8.045285,,1
1828-10-01,1.8319999999999999,10.488,6.823999999999999,10,1828,8.655999999999999,8.172916666666667,8.113566666666657,8.049554999999998,,1
1828-11-01,1.765,7.722000000000001,4.192000000000002,11,1828,5.9570000000000025,8.146083333333335,8.121249999999991,8.05181,,0
1828-12-01,2.505,5.457999999999998,0.4480000000000004,12,1828,2.9530000000000003,8.165333333333335,8.124966666666657,8.038424999999998,,0
1829-01-01,1.931,3.963,0.10099999999999998,1,1829,2.032,8.285083333333334,8.133449999999991,8.023001666666666,,0
1829-02-01,1.959,3.674,-0.244,2,1829,1.715,8.273583333333336,8.128691666666658,8.006308333333333,,0
1829-03-01,1.294,6.355,3.767,3,1829,5.061,8.21791666666667,8.146441666666657,7.989681666666666,,0
1829-04-01,1.0,8.814999999999998,6.814999999999999,4,1829,7.814999999999999,8.141083333333336,8.152991666666658,7.981258333333332,,0
1829-05-01,1.123,12.458999999999998,10.213,5,1829,11.335999999999999,8.145666666666669,8.165366666666658,7.977856666666665,,1
1829-06-01,1.3119999999999998,14.172,11.548,6,1829,12.86,8.040333333333335,8.168149999999992,7.985874999999998,,1
1829-07-01,0.912,15.137,13.312999999999999,7,1829,14.225,8.027083333333335,8.17804166666666,8.003159999999998,,1
1829-08-01,0.86,14.259,12.539,8,1829,13.399,8.007416666666668,8.185058333333325,8.021989999999999,,1
1829-09-01,0.7759999999999999,11.374,9.822,9,1829,10.597999999999999,8.050583333333334,8.182591666666658,8.037203333333332,,1
1829-10-01,1.3119999999999998,10.118000000000002,7.494000000000002,10,1829,8.806000000000003,8.063083333333333,8.178374999999992,8.04331333333333,,1
1829-11-01,1.449,6.452000000000001,3.5540000000000003,11,1829,5.003,7.983583333333333,8.177149999999992,8.040039999999998,,0
1829-12-01,1.909,4.3610000000000015,0.5429999999999999,12,1829,2.452,7.941833333333332,8.182233333333325,8.027518333333331,,0
1830-01-01,2.346,5.303000000000001,0.6110000000000002,1,1830,2.9570000000000003,8.018916666666666,8.196574999999992,8.00881333333333,,0
1830-02-01,1.896,5.981,2.189,2,1830,4.085,8.216416666666666,8.21274166666666,7.994709999999999,,0
1830-03-01,1.369,5.823000000000001,3.0850000000000017,3,1830,4.4540000000000015,8.165833333333332,8.211374999999993,7.979368333333332,,0
1830-04-01,1.0979999999999999,9.939000000000004,7.743000000000002,4,1830,8.841000000000003,8.251333333333333,8.212549999999991,7.971105,,1
1830-05-01,1.01,11.212,9.192,5,1830,10.202,8.156833333333333,8.200733333333325,7.96697,,1
1830-06-01,1.7180000000000002,14.545,11.109000000000002,6,1830,12.827,8.154083333333332,8.196599999999993,7.972764999999999,,1
1830-07-01,1.839,16.781,13.103,7,1830,14.942,8.213833333333334,8.210191666666658,7.988051666666665,,1
1830-08-01,0.643,14.029000000000002,12.743,8,1830,13.386,8.21275,8.221924999999992,8.00658,,1
1830-09-01,1.023,11.562999999999999,9.517,9,1830,10.54,8.207916666666666,8.216758333333326,8.019954999999998,,1
1830-10-01,1.18,9.172999999999998,6.812999999999999,10,1830,7.9929999999999986,8.140166666666666,8.220133333333326,8.026476666666666,,0
1830-11-01,1.7280000000000002,9.220999999999998,5.764999999999999,11,1830,7.4929999999999986,8.347666666666665,8.245549999999993,8.029425,,0
1830-12-01,1.327,5.808,3.154,12,1830,4.481,8.516749999999998,8.272283333333327,8.014006666666665,,0
1831-01-01,2.217,4.399,-0.03500000000000013,1,1831,2.182,8.452166666666665,8.265474999999993,7.993064999999999,,0
1831-02-01,3.5410000000000004,6.0200000000000005,-1.0620000000000005,2,1831,2.479,8.318333333333333,8.25481666666666,7.975618333333332,,0
1831-03-01,1.6159999999999999,6.1739999999999995,2.942,3,1831,4.558,8.326999999999998,8.247283333333327,7.968474999999999,,0
1831-04-01,0.9079999999999999,8.639,6.823,4,1831,7.731,8.234499999999997,8.24721666666666,7.965733333333331,,0
1831-05-01,1.285,12.279000000000002,9.709,5,1831,10.994000000000002,8.300499999999998,8.24466666666666,7.972879999999997,,1
1831-06-01,1.882,15.085,11.321,6,1831,13.203,8.33183333333333,8.249624999999993,7.990578333333332,,1
1831-07-01,1.172,14.752,12.408,7,1831,13.58,8.218333333333332,8.254133333333327,8.009209999999998,,1
1831-08-01,0.7929999999999999,13.283,11.697000000000001,8,1831,12.49,8.143666666666665,8.248674999999995,8.026248333333331,,1
1831-09-01,0.9540000000000001,10.9,8.991999999999997,9,1831,9.946,8.094166666666665,8.246741666666662,8.034871666666664,,1
1831-10-01,1.068,8.898,6.7620000000000005,10,1831,7.83,8.080583333333331,8.240866666666662,8.036383333333331,,0
1831-11-01,1.358,5.77,3.054,11,1831,4.412,7.823833333333332,8.230958333333328,8.025233333333333,,0
1831-12-01,1.584,3.849,0.6809999999999999,12,1831,2.265,7.639166666666665,8.227191666666663,8.009545,,0
1832-01-01,1.757,3.474,-0.039999999999999813,1,1832,1.717,7.600416666666665,8.218508333333329,7.988598333333333,,0
1832-02-01,1.656,3.489,0.17700000000000027,2,1832,1.8330000000000002,7.546583333333332,8.196574999999994,7.968084999999999,,0
1832-03-01,1.374,6.024000000000001,3.2760000000000002,3,1832,4.65,7.554249999999999,8.170433333333328,7.958661666666665,,0
1832-04-01,1.0590000000000002,9.118,6.999999999999999,4,1832,8.059,7.581583333333332,8.168608333333328,7.957848333333333,,0
1832-05-01,1.252,11.741,9.237,5,1832,10.489,7.539499999999999,8.168633333333327,7.962791666666665,,1
1832-06-01,1.126,13.982999999999999,11.731,6,1832,12.857,7.5106666666666655,8.166883333333327,7.978739999999999,,1
1832-07-01,2.0669999999999997,15.794,11.66,7,1832,13.727,7.522916666666666,8.16284166666666,8.00105,,1
1832-08-01,1.3090000000000002,13.275,10.657,8,1832,11.966,7.4792499999999995,8.152433333333327,8.019928333333333,,1
1832-09-01,1.194,11.619999999999996,9.232,9,1832,10.425999999999998,7.5192499999999995,8.150191666666661,8.03303,,1
1832-10-01,0.983,9.617,7.6510000000000025,10,1832,8.634,7.58625,8.157358333333327,8.033056666666667,,1
1832-11-01,1.9140000000000001,6.176,2.3480000000000003,11,1832,4.2620000000000005,7.5737499999999995,8.15536666666666,8.021843333333333,,0
1832-12-01,2.7939999999999996,3.5759999999999987,-2.012,12,1832,0.7819999999999996,7.450166666666665,8.153374999999995,8.000145,,0
