Datetime,LandAverageTemperatureUncertainty,UpperBounds,LowerBounds,month,year,Average_Temperature,Yearly_SMA,Decade_SMA,Semicentennial_SMA,Centurie,Global_Warming
1755-03-01,3.909,7.516,-0.3019999999999996,3,1755,3.607,8.516333333333336,,,,0
1755-04-01,3.372,12.635,5.891,4,1755,9.263,8.320750000000002,,,,1
1755-05-01,4.151,17.031999999999996,8.729999999999999,5,1755,12.880999999999998,8.399500000000003,,,,1
1755-06-01,5.322,20.702,10.058,6,1755,15.38,8.48216666666667,,,,1
1755-07-01,1.936,16.333,12.461,7,1755,14.397,8.458500000000003,,,,1
1755-08-01,2.381,15.896,11.134,8,1755,13.515,8.455083333333336,,,,1
1755-09-01,3.4160000000000004,15.189,8.357000000000001,9,1755,11.773,8.508750000000003,,,,1
1755-10-01,3.931,13.901,6.0390000000000015,10,1755,9.97,8.541083333333335,,,,1
1755-11-01,4.021,9.979,1.9369999999999985,11,1755,5.9579999999999975,8.524166666666668,,,,0
1755-12-01,3.215,5.779,-0.6509999999999998,12,1755,2.564,8.355583333333334,,,,0
1756-01-01,3.513,7.4,0.3740000000000001,1,1756,3.887,8.590583333333335,,,,0
1756-02-01,4.265,9.931000000000001,1.4010000000000007,2,1756,5.666,9.071750000000002,,,,0
1756-03-01,5.574,9.766,-1.3819999999999997,3,1756,4.192,9.120500000000002,,,,0
1756-04-01,3.752,13.794,6.29,4,1756,10.042,9.185416666666669,,,,1
1756-05-01,2.608,16.772000000000002,11.555999999999996,5,1756,14.163999999999998,9.292333333333335,,,,1
1756-06-01,3.213,17.76,11.334,6,1756,14.547,9.222916666666668,,,,1
1756-07-01,2.1919999999999997,16.098,11.714,7,1756,13.906,9.182000000000002,,,,1
1756-08-01,2.175,15.611999999999998,11.262,8,1756,13.437,9.175500000000001,,,,1
1756-09-01,2.9539999999999997,15.605999999999998,9.698,9,1756,12.652,9.248750000000003,,,,1
1756-10-01,2.201,9.512999999999998,5.110999999999999,10,1756,7.3119999999999985,9.027250000000002,,,,0
1756-11-01,2.86,7.084999999999999,1.3649999999999998,11,1756,4.225,8.882833333333336,,,,0
1756-12-01,3.841,6.006,-1.6760000000000002,12,1756,2.165,8.849583333333335,,,,0
1757-02-01,4.261,7.965,-0.5570000000000004,2,1757,3.7039999999999997,8.834333333333335,,,,0
1757-03-01,3.638,8.167,0.8909999999999999,3,1757,4.529,8.739583333333334,,,,0
1757-04-01,4.303999999999999,12.549999999999995,3.9419999999999993,4,1757,8.245999999999999,9.077416666666666,,,,0
1757-05-01,4.98,18.019,8.059,5,1757,13.039,9.327166666666667,,,,1
1757-09-01,3.1889999999999996,18.041,11.663,9,1757,14.852,9.384500000000001,,,,1
1757-10-01,3.173,9.654999999999998,3.308999999999997,10,1757,6.4819999999999975,8.712416666666668,,,,0
1757-11-01,2.6430000000000002,6.6750000000000025,1.3889999999999998,11,1757,4.032,7.889583333333333,,,,0
1757-12-01,5.155,6.176,-4.134,12,1757,1.0210000000000004,6.854916666666667,,,,0
1758-02-01,3.753,4.559,-2.947,2,1758,0.8059999999999999,5.86775,,,,0
1758-03-01,3.3680000000000003,7.133000000000001,0.3969999999999998,3,1758,3.765,5.572166666666667,,,,0
1758-04-01,2.986,10.196,4.223999999999998,4,1758,7.209999999999999,5.820916666666666,,,,0
1758-05-01,3.091,12.806,6.624,5,1758,9.715,6.450083333333333,,,,1
1758-06-01,2.055,15.194,11.084,6,1758,13.139,7.2363333333333335,,,,1
1758-07-01,3.608,17.455,10.238999999999999,7,1758,13.847,8.012833333333333,,,,1
1758-08-01,2.9789999999999996,14.797,8.839,8,1758,11.818,8.3105,,,,1
1758-09-01,2.347,12.374999999999998,7.680999999999999,9,1758,10.027999999999999,8.059583333333332,,,,1
1758-10-01,2.332,4.225999999999999,-0.4380000000000006,10,1758,1.8939999999999992,6.979749999999999,,,,0
1758-11-01,3.2430000000000003,10.198,3.7119999999999997,11,1758,6.955,7.019166666666666,,,,0
1758-12-01,3.2439999999999998,6.492999999999999,0.0049999999999998926,12,1758,3.2489999999999997,6.953916666666665,,,,0
1759-01-01,3.673,8.686999999999998,1.3409999999999984,1,1759,5.0139999999999985,7.286666666666665,,,,0
1759-02-01,5.966,10.048,-1.8840000000000003,2,1759,4.082,7.559666666666665,,,,0
1759-03-01,3.958,8.478,0.5619999999999994,3,1759,4.52,7.622583333333331,,,,0
1759-04-01,3.159,9.142,2.824,4,1759,5.983,7.520333333333332,,,,0
1759-05-01,2.503,12.692,7.686,5,1759,10.189,7.559833333333333,,,,1
1759-06-01,2.2319999999999998,15.744000000000002,11.28,6,1759,13.512,7.590916666666666,,,,1
1759-07-01,2.65,15.175999999999998,9.876,7,1759,12.526,7.480833333333333,,,,1
1759-08-01,5.626,20.213,8.960999999999997,8,1759,14.587,7.7115833333333335,,,,1
1759-09-01,3.235,15.860999999999999,9.391,9,1759,12.626,7.928083333333333,,,,1
1759-10-01,2.983,11.250000000000002,5.284000000000002,10,1759,8.267000000000001,8.459166666666667,,,,0
1759-11-01,3.167,7.435000000000001,1.1010000000000018,11,1759,4.268000000000002,8.235249999999999,,,,0
1759-12-01,4.995,5.242000000000001,-4.748,12,1759,0.2469999999999999,7.985083333333333,,,,0
1760-02-01,3.535,5.971,-1.0990000000000002,2,1760,2.436,7.770250000000001,,,,0
1760-03-01,4.666,6.53,-2.8020000000000005,3,1760,1.864,7.585416666666668,,,,0
1760-04-01,2.6689999999999996,10.105,4.7669999999999995,4,1760,7.435999999999999,7.828416666666668,,,,0
1760-05-01,1.857,12.517999999999999,8.804,5,1760,10.661,8.218250000000001,,,,1
1760-06-01,2.14,14.085,9.805,6,1760,11.945,8.364583333333336,,,,1
1760-07-01,2.5669999999999997,15.454,10.32,7,1760,12.887,8.312500000000002,,,,1
