Datetime,month,Year,Decade_SMA,Global_Warming,Yearly_SMA_Solid_Fuel,Yearly_SMA_Gas_Fuel,Yearly_SMA_Cement,Yearly_SMA_Gas_Flaring,Yearly_SMA_Per_Capita,Yearly_SMA_Liquid_Fuel,Yearly_SMA_CarbonTotal,Average_Temps
1764-08-01,8,1764,8.01255,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,12.282
1764-09-01,9,1764,8.027000000000001,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10.696
1764-10-01,10,1764,8.065816666666667,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10.011000000000001
1764-11-01,11,1764,8.109416666666666,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.791
1764-12-01,12,1764,8.140591666666667,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.315
1765-01-01,1,1765,8.14145,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.78
1765-02-01,2,1765,8.076633333333334,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.832
1765-03-01,3,1765,8.034325,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.859
1765-04-01,4,1765,7.989533333333332,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.013
1765-05-01,5,1765,7.956641666666667,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10.734000000000002
1765-06-01,6,1765,7.9339499999999985,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10.832999999999998
1765-07-01,7,1765,7.957483333333332,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,13.953
1765-08-01,8,1765,7.986966666666666,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,13.12
1765-09-01,9,1765,8.027233333333333,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10.993
1765-10-01,10,1765,8.054875000000001,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,7.904
1765-11-01,11,1765,8.092675,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.603
1765-12-01,12,1765,8.113566666666665,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.399
1766-02-01,2,1766,8.124308333333332,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.896
1766-03-01,3,1766,8.097633333333333,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.062
1766-04-01,4,1766,8.057016666666666,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,8.007
1766-05-01,5,1766,8.022416666666665,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,11.228
1766-06-01,6,1766,8.016216666666665,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,13.653
1766-07-01,7,1766,8.016549999999999,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,13.555
1766-08-01,8,1766,8.033091666666666,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,13.758
1766-09-01,9,1766,8.052091666666664,0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,12.25
