Datetime,month,Year,Decade_SMA,Global_Warming,Yearly_SMA_Solid_Fuel,Yearly_SMA_Gas_Fuel,Yearly_SMA_Cement,Yearly_SMA_Gas_Flaring,Yearly_SMA_Per_Capita,Yearly_SMA_Liquid_Fuel,Yearly_SMA_CarbonTotal
1831-06-01,6,1831,8.249624999999991,1,23.5,0.0,0.0,0.0,0.0,0.0,23.5
1831-07-01,7,1831,8.254133333333327,1,23.416666666666668,0.0,0.0,0.0,0.0,0.0,23.416666666666668
1831-08-01,8,1831,8.248674999999995,1,23.333333333333332,0.0,0.0,0.0,0.0,0.0,23.333333333333332
1831-09-01,9,1831,8.246741666666663,1,23.25,0.0,0.0,0.0,0.0,0.0,23.25
1831-10-01,10,1831,8.240866666666662,1,23.166666666666668,0.0,0.0,0.0,0.0,0.0,23.166666666666668
1831-11-01,11,1831,8.230958333333326,1,23.083333333333332,0.0,0.0,0.0,0.0,0.0,23.083333333333332
1831-12-01,12,1831,8.227191666666663,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-01-01,1,1832,8.218508333333329,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-02-01,2,1832,8.196574999999994,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-03-01,3,1832,8.170433333333326,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-04-01,4,1832,8.168608333333326,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-05-01,5,1832,8.168633333333327,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-06-01,6,1832,8.166883333333326,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-07-01,7,1832,8.16284166666666,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-08-01,8,1832,8.152433333333327,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-09-01,9,1832,8.150191666666661,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-10-01,10,1832,8.157358333333326,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-11-01,11,1832,8.15536666666666,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1832-12-01,12,1832,8.153374999999995,1,23.0,0.0,0.0,0.0,0.0,0.0,23.0
1833-01-01,1,1833,8.155441666666661,1,23.083333333333332,0.0,0.0,0.0,0.0,0.0,23.083333333333332
1833-02-01,2,1833,8.162516666666663,1,23.166666666666668,0.0,0.0,0.0,0.0,0.0,23.166666666666668
1833-03-01,3,1833,8.157958333333326,1,23.25,0.0,0.0,0.0,0.0,0.0,23.25
1833-04-01,4,1833,8.159658333333331,1,23.333333333333332,0.0,0.0,0.0,0.0,0.0,23.333333333333332
1833-05-01,5,1833,8.159808333333329,1,23.416666666666668,0.0,0.0,0.0,0.0,0.0,23.416666666666668
1833-06-01,6,1833,8.15223333333333,1,23.5,0.0,0.0,0.0,0.0,0.0,23.5
1833-07-01,7,1833,8.148949999999996,1,23.583333333333332,0.0,0.0,0.0,0.0,0.0,23.583333333333332
1833-08-01,8,1833,8.149716666666661,1,23.666666666666668,0.0,0.0,0.0,0.0,0.0,23.666666666666668
1833-09-01,9,1833,8.158366666666662,1,23.75,0.0,0.0,0.0,0.0,0.0,23.75
1833-10-01,10,1833,8.16051666666666,1,23.833333333333332,0.0,0.0,0.0,0.0,0.0,23.833333333333332
1833-11-01,11,1833,8.177916666666661,1,23.916666666666668,0.0,0.0,0.0,0.0,0.0,23.916666666666668
1833-12-01,12,1833,8.182808333333329,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-01-01,1,1834,8.163499999999994,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-02-01,2,1834,8.160583333333326,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-03-01,3,1834,8.163741666666661,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-04-01,4,1834,8.161324999999994,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-05-01,5,1834,8.162174999999996,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-06-01,6,1834,8.156941666666661,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-07-01,7,1834,8.151666666666662,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-08-01,8,1834,8.151458333333329,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-09-01,9,1834,8.151816666666663,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-10-01,10,1834,8.15531666666666,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-11-01,11,1834,8.159299999999995,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1834-12-01,12,1834,8.142766666666661,1,24.0,0.0,0.0,0.0,0.0,0.0,24.0
1835-01-01,1,1835,8.137249999999996,1,24.083333333333332,0.0,0.0,0.0,0.0,0.0,24.083333333333332
1835-02-01,2,1835,8.136208333333329,1,24.166666666666668,0.0,0.0,0.0,0.0,0.0,24.166666666666668
1835-03-01,3,1835,8.129058333333326,1,24.25,0.0,0.0,0.0,0.0,0.0,24.25
1835-04-01,4,1835,8.118899999999995,1,24.333333333333332,0.0,0.0,0.0,0.0,0.0,24.333333333333332
1835-05-01,5,1835,8.114066666666663,1,24.416666666666668,0.0,0.0,0.0,0.0,0.0,24.416666666666668
1835-06-01,6,1835,8.099416666666661,1,24.5,0.0,0.0,0.0,0.0,0.0,24.5
1835-07-01,7,1835,8.092099999999995,1,24.583333333333332,0.0,0.0,0.0,0.0,0.0,24.583333333333332
1835-08-01,8,1835,8.084208333333331,1,24.666666666666668,0.0,0.0,0.0,0.0,0.0,24.666666666666668
1835-09-01,9,1835,8.074158333333326,1,24.75,0.0,0.0,0.0,0.0,0.0,24.75
1835-10-01,10,1835,8.072958333333329,1,24.833333333333332,0.0,0.0,0.0,0.0,0.0,24.833333333333332
1835-11-01,11,1835,8.058408333333329,1,24.916666666666668,0.0,0.0,0.0,0.0,0.0,24.916666666666668
1835-12-01,12,1835,8.043083333333326,1,25.0,0.0,0.0,0.0,0.0,0.0,25.0
1836-01-01,1,1836,8.041224999999994,1,25.333333333333332,0.0,0.0,0.0,0.0,0.0,25.333333333333332
1836-02-01,2,1836,8.048208333333326,1,25.666666666666668,0.0,0.0,0.0,0.0,0.0,25.666666666666668
1836-03-01,3,1836,8.052874999999991,1,26.0,0.0,0.0,0.0,0.0,0.0,26.0
1836-04-01,4,1836,8.043808333333327,1,26.333333333333332,0.0,0.0,0.0,0.0,0.0,26.333333333333332
1836-05-01,5,1836,8.031099999999991,1,26.666666666666668,0.0,0.0,0.0,0.0,0.0,26.666666666666668
1836-06-01,6,1836,8.027174999999994,1,27.0,0.0,0.0,0.0,0.0,0.0,27.0
1836-07-01,7,1836,8.020208333333327,1,27.333333333333332,0.0,0.0,0.0,0.0,0.0,27.333333333333332
1836-08-01,8,1836,8.017883333333327,1,27.666666666666668,0.0,0.0,0.0,0.0,0.0,27.666666666666668
1836-09-01,9,1836,8.014833333333327,1,28.0,0.0,0.0,0.0,0.0,0.0,28.0
1836-10-01,10,1836,8.017308333333327,1,28.333333333333332,0.0,0.0,0.0,0.0,0.0,28.333333333333332
1836-11-01,11,1836,7.993808333333327,1,28.666666666666668,0.0,0.0,0.0,0.0,0.0,28.666666666666668
1836-12-01,12,1836,7.977008333333327,1,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-01-01,1,1837,7.963233333333329,1,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-02-01,2,1837,7.948266666666663,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-03-01,3,1837,7.929299999999996,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-04-01,4,1837,7.9053583333333295,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-05-01,5,1837,7.890074999999997,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-06-01,6,1837,7.8779999999999974,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-07-01,7,1837,7.868349999999997,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-08-01,8,1837,7.862716666666663,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-09-01,9,1837,7.862066666666663,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-10-01,10,1837,7.854924999999996,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-11-01,11,1837,7.837341666666663,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1837-12-01,12,1837,7.833699999999997,0,29.0,0.0,0.0,0.0,0.0,0.0,29.0
1838-02-01,2,1838,7.841766666666663,0,29.083333333333332,0.0,0.0,0.0,0.0,0.0,29.083333333333332
1838-03-01,3,1838,7.857349999999997,0,29.166666666666668,0.0,0.0,0.0,0.0,0.0,29.166666666666668
1838-04-01,4,1838,7.871133333333329,0,29.25,0.0,0.0,0.0,0.0,0.0,29.25
1838-05-01,5,1838,7.881533333333329,0,29.333333333333332,0.0,0.0,0.0,0.0,0.0,29.333333333333332
1838-06-01,6,1838,7.89370833333333,0,29.416666666666668,0.0,0.0,0.0,0.0,0.0,29.416666666666668
1838-07-01,7,1838,7.895733333333329,0,29.5,0.0,0.0,0.0,0.0,0.0,29.5
1838-08-01,8,1838,7.888933333333329,0,29.583333333333332,0.0,0.0,0.0,0.0,0.0,29.583333333333332
1838-09-01,9,1838,7.867858333333329,0,29.666666666666668,0.0,0.0,0.0,0.0,0.0,29.666666666666668
1838-10-01,10,1838,7.854908333333326,0,29.75,0.0,0.0,0.0,0.0,0.0,29.75
1838-11-01,11,1838,7.825774999999995,0,29.833333333333332,0.0,0.0,0.0,0.0,0.0,29.833333333333332
1838-12-01,12,1838,7.797908333333329,0,29.916666666666668,0.0,0.0,0.0,0.0,0.0,29.916666666666668
1839-01-01,1,1839,7.791266666666663,0,30.083333333333332,0.0,0.0,0.0,0.0,0.0,30.083333333333332
1839-02-01,2,1839,7.803349999999996,0,30.166666666666668,0.0,0.0,0.0,0.0,0.0,30.166666666666668
1839-03-01,3,1839,7.811333333333327,0,30.25,0.0,0.0,0.0,0.0,0.0,30.25
1839-04-01,4,1839,7.834924999999995,0,30.333333333333332,0.0,0.0,0.0,0.0,0.0,30.333333333333332
1839-05-01,5,1839,7.855541666666661,0,30.416666666666668,0.0,0.0,0.0,0.0,0.0,30.416666666666668
1839-06-01,6,1839,7.8656416666666615,0,30.5,0.0,0.0,0.0,0.0,0.0,30.5
1839-07-01,7,1839,7.878566666666661,0,30.583333333333332,0.0,0.0,0.0,0.0,0.0,30.583333333333332
1839-08-01,8,1839,7.877274999999994,0,30.666666666666668,0.0,0.0,0.0,0.0,0.0,30.666666666666668
1839-09-01,9,1839,7.856058333333326,0,30.75,0.0,0.0,0.0,0.0,0.0,30.75
1839-10-01,10,1839,7.836233333333326,0,30.833333333333332,0.0,0.0,0.0,0.0,0.0,30.833333333333332
1839-11-01,11,1839,7.795516666666661,0,30.916666666666668,0.0,0.0,0.0,0.0,0.0,30.916666666666668
1839-12-01,12,1839,7.7627749999999915,0,31.0,0.0,0.0,0.0,0.0,0.0,31.0
1840-01-01,1,1840,7.763683333333327,0,31.166666666666668,0.0,0.0,0.0,0.0,0.0,31.166666666666668
1840-02-01,2,1840,7.756558333333326,0,31.333333333333332,0.0,0.0,0.0,0.0,0.0,31.333333333333332
1840-03-01,3,1840,7.756183333333325,0,31.5,0.0,0.0,0.0,0.0,0.0,31.5
1840-04-01,4,1840,7.785258333333327,0,31.666666666666668,0.0,0.0,0.0,0.0,0.0,31.666666666666668
1840-05-01,5,1840,7.804691666666659,0,31.833333333333332,0.0,0.0,0.0,0.0,0.0,31.833333333333332
1840-06-01,6,1840,7.831433333333325,0,32.0,0.0,0.0,0.0,0.0,0.0,32.0
1840-07-01,7,1840,7.847158333333327,0,32.166666666666664,0.0,0.0,0.0,0.0,0.0,32.166666666666664
1840-08-01,8,1840,7.831691666666659,0,32.333333333333336,0.0,0.0,0.0,0.0,0.0,32.333333333333336
1840-09-01,9,1840,7.811891666666659,0,32.5,0.0,0.0,0.0,0.0,0.0,32.5
1840-10-01,10,1840,7.786599999999992,0,32.666666666666664,0.0,0.0,0.0,0.0,0.0,32.666666666666664
1840-11-01,11,1840,7.754166666666659,0,32.833333333333336,0.0,0.0,0.0,0.0,0.0,32.833333333333336
1840-12-01,12,1840,7.707633333333326,0,33.0,0.0,0.0,0.0,0.0,0.0,33.0
1841-01-01,1,1841,7.675699999999992,0,33.083333333333336,0.0,0.0,0.0,0.0,0.0,33.083333333333336
1841-02-01,2,1841,7.6780833333333245,0,33.166666666666664,0.0,0.0,0.0,0.0,0.0,33.166666666666664
1841-03-01,3,1841,7.684983333333324,0,33.25,0.0,0.0,0.0,0.0,0.0,33.25
1841-04-01,4,1841,7.703416666666657,0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,33.333333333333336
1841-05-01,5,1841,7.7286916666666565,0,33.416666666666664,0.0,0.0,0.0,0.0,0.0,33.416666666666664
1841-06-01,6,1841,7.745924999999992,0,33.5,0.0,0.0,0.0,0.0,0.0,33.5
1841-07-01,7,1841,7.757166666666658,0,33.583333333333336,0.0,0.0,0.0,0.0,0.0,33.583333333333336
1841-08-01,8,1841,7.758233333333324,0,33.666666666666664,0.0,0.0,0.0,0.0,0.0,33.666666666666664
1841-09-01,9,1841,7.7451583333333245,0,33.75,0.0,0.0,0.0,0.0,0.0,33.75
1841-10-01,10,1841,7.735316666666657,0,33.833333333333336,0.0,0.0,0.0,0.0,0.0,33.833333333333336
1841-11-01,11,1841,7.709599999999992,0,33.916666666666664,0.0,0.0,0.0,0.0,0.0,33.916666666666664
1841-12-01,12,1841,7.694066666666656,0,34.0,0.0,0.0,0.0,0.0,0.0,34.0
1842-01-01,1,1842,7.688824999999992,0,34.166666666666664,0.0,0.0,0.0,0.0,0.0,34.166666666666664
1842-02-01,2,1842,7.697741666666657,0,34.333333333333336,0.0,0.0,0.0,0.0,0.0,34.333333333333336
1842-03-01,3,1842,7.730383333333324,0,34.5,0.0,0.0,0.0,0.0,0.0,34.5
1842-04-01,4,1842,7.760883333333324,0,34.666666666666664,0.0,0.0,0.0,0.0,0.0,34.666666666666664
1842-05-01,5,1842,7.781516666666657,0,34.833333333333336,0.0,0.0,0.0,0.0,0.0,34.833333333333336
1842-06-01,6,1842,7.799349999999992,0,35.0,0.0,0.0,0.0,0.0,0.0,35.0
1842-07-01,7,1842,7.8054083333333235,0,35.166666666666664,0.0,0.0,0.0,0.0,0.0,35.166666666666664
1842-08-01,8,1842,7.801358333333324,0,35.333333333333336,0.0,0.0,0.0,0.0,0.0,35.333333333333336
1842-09-01,9,1842,7.7928083333333245,0,35.5,0.0,0.0,0.0,0.0,0.0,35.5
1842-10-01,10,1842,7.775149999999992,0,35.666666666666664,0.0,0.0,0.0,0.0,0.0,35.666666666666664
1842-11-01,11,1842,7.7433999999999905,0,35.833333333333336,0.0,0.0,0.0,0.0,0.0,35.833333333333336
1842-12-01,12,1842,7.738966666666657,0,36.0,0.0,0.0,0.0,0.0,0.0,36.0
1843-01-01,1,1843,7.757233333333322,0,36.083333333333336,0.0,0.0,0.0,0.0,0.0,36.083333333333336
1843-02-01,2,1843,7.773183333333322,0,36.166666666666664,0.0,0.0,0.0,0.0,0.0,36.166666666666664
1843-03-01,3,1843,7.789258333333322,0,36.25,0.0,0.0,0.0,0.0,0.0,36.25
1843-04-01,4,1843,7.8168333333333235,0,36.333333333333336,0.0,0.0,0.0,0.0,0.0,36.333333333333336
1843-05-01,5,1843,7.834924999999989,0,36.416666666666664,0.0,0.0,0.0,0.0,0.0,36.416666666666664
1843-06-01,6,1843,7.851166666666657,0,36.5,0.0,0.0,0.0,0.0,0.0,36.5
1843-07-01,7,1843,7.859016666666656,0,36.583333333333336,0.0,0.0,0.0,0.0,0.0,36.583333333333336
1843-08-01,8,1843,7.854783333333322,0,36.666666666666664,0.0,0.0,0.0,0.0,0.0,36.666666666666664
1843-09-01,9,1843,7.838983333333322,0,36.75,0.0,0.0,0.0,0.0,0.0,36.75
1843-10-01,10,1843,7.818033333333322,0,36.833333333333336,0.0,0.0,0.0,0.0,0.0,36.833333333333336
1843-11-01,11,1843,7.7934249999999885,0,36.916666666666664,0.0,0.0,0.0,0.0,0.0,36.916666666666664
1843-12-01,12,1843,7.769833333333322,0,37.0,0.0,0.0,0.0,0.0,0.0,37.0
1844-01-01,1,1844,7.764083333333322,0,37.166666666666664,0.0,0.0,0.0,0.0,0.0,37.166666666666664
1844-02-01,2,1844,7.778283333333325,0,37.333333333333336,0.0,0.0,0.0,0.0,0.0,37.333333333333336
1844-03-01,3,1844,7.798324999999991,0,37.5,0.0,0.0,0.0,0.0,0.0,37.5
1844-04-01,4,1844,7.812099999999992,0,37.666666666666664,0.0,0.0,0.0,0.0,0.0,37.666666666666664
1844-05-01,5,1844,7.828966666666656,0,37.833333333333336,0.0,0.0,0.0,0.0,0.0,37.833333333333336
1844-06-01,6,1844,7.842349999999992,0,38.0,0.0,0.0,0.0,0.0,0.0,38.0
1844-07-01,7,1844,7.851699999999991,0,38.166666666666664,0.0,0.0,0.0,0.0,0.0,38.166666666666664
1844-08-01,8,1844,7.842108333333327,0,38.333333333333336,0.0,0.0,0.0,0.0,0.0,38.333333333333336
1844-09-01,9,1844,7.820499999999992,0,38.5,0.0,0.0,0.0,0.0,0.0,38.5
1844-10-01,10,1844,7.796574999999992,0,38.666666666666664,0.0,0.0,0.0,0.0,0.0,38.666666666666664
1844-11-01,11,1844,7.761441666666657,0,38.833333333333336,0.0,0.0,0.0,0.0,0.0,38.833333333333336
1844-12-01,12,1844,7.724241666666657,0,39.0,0.0,0.0,0.0,0.0,0.0,39.0
1845-01-01,1,1845,7.720649999999992,0,39.333333333333336,0.0,0.0,0.0,0.0,0.0,39.333333333333336
1845-02-01,2,1845,7.71294999999999,0,39.666666666666664,0.0,0.0,0.0,0.0,0.0,39.666666666666664
1845-03-01,3,1845,7.7269833333333215,0,40.0,0.0,0.0,0.0,0.0,0.0,40.0
1845-04-01,4,1845,7.757408333333324,0,40.333333333333336,0.0,0.0,0.0,0.0,0.0,40.333333333333336
1845-05-01,5,1845,7.779608333333324,0,40.666666666666664,0.0,0.0,0.0,0.0,0.0,40.666666666666664
1845-06-01,6,1845,7.802041666666657,0,41.0,0.0,0.0,0.0,0.0,0.0,41.0
1845-07-01,7,1845,7.821308333333322,0,41.333333333333336,0.0,0.0,0.0,0.0,0.0,41.333333333333336
1845-08-01,8,1845,7.824866666666657,0,41.666666666666664,0.0,0.0,0.0,0.0,0.0,41.666666666666664
1845-09-01,9,1845,7.8157999999999905,0,42.0,0.0,0.0,0.0,0.0,0.0,42.0
1845-10-01,10,1845,7.797799999999992,0,42.333333333333336,0.0,0.0,0.0,0.0,0.0,42.333333333333336
1845-11-01,11,1845,7.775791666666657,0,42.666666666666664,0.0,0.0,0.0,0.0,0.0,42.666666666666664
1845-12-01,12,1845,7.754324999999991,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-01-01,1,1846,7.771116666666657,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-02-01,2,1846,7.7853333333333214,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-03-01,3,1846,7.818191666666657,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-04-01,4,1846,7.835066666666656,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-05-01,5,1846,7.864908333333322,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-06-01,6,1846,7.891999999999987,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-07-01,7,1846,7.911783333333322,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-08-01,8,1846,7.915741666666657,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-09-01,9,1846,7.906641666666656,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-10-01,10,1846,7.885116666666655,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-11-01,11,1846,7.854183333333322,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1846-12-01,12,1846,7.853866666666655,0,43.0,0.0,0.0,0.0,0.0,0.0,43.0
1847-01-01,1,1847,7.8529749999999865,0,43.25,0.0,0.0,0.0,0.0,0.0,43.25
1847-02-01,2,1847,7.866824999999987,0,43.5,0.0,0.0,0.0,0.0,0.0,43.5
1847-03-01,3,1847,7.878716666666653,0,43.75,0.0,0.0,0.0,0.0,0.0,43.75
1847-04-01,4,1847,7.913008333333321,0,44.0,0.0,0.0,0.0,0.0,0.0,44.0
1847-05-01,5,1847,7.946891666666653,0,44.25,0.0,0.0,0.0,0.0,0.0,44.25
1847-06-01,6,1847,7.970683333333322,1,44.5,0.0,0.0,0.0,0.0,0.0,44.5
1847-07-01,7,1847,7.98860833333332,1,44.75,0.0,0.0,0.0,0.0,0.0,44.75
1847-08-01,8,1847,7.987674999999987,1,45.0,0.0,0.0,0.0,0.0,0.0,45.0
1847-09-01,9,1847,7.976016666666653,1,45.25,0.0,0.0,0.0,0.0,0.0,45.25
1847-10-01,10,1847,7.9577916666666555,0,45.5,0.0,0.0,0.0,0.0,0.0,45.5
1847-11-01,11,1847,7.940466666666653,0,45.75,0.0,0.0,0.0,0.0,0.0,45.75
1847-12-01,12,1847,7.920108333333322,0,46.0,0.0,0.0,0.0,0.0,0.0,46.0
1848-01-01,1,1848,7.9053166666666534,0,46.083333333333336,0.0,0.0,0.0,0.0,0.0,46.083333333333336
1848-02-01,2,1848,7.923341666666656,0,46.166666666666664,0.0,0.0,0.0,0.0,0.0,46.166666666666664
1848-03-01,3,1848,7.932366666666655,0,46.25,0.0,0.0,0.0,0.0,0.0,46.25
1848-04-01,4,1848,7.938424999999988,0,46.333333333333336,0.0,0.0,0.0,0.0,0.0,46.333333333333336
1848-05-01,5,1848,7.943383333333322,0,46.416666666666664,0.0,0.0,0.0,0.0,0.0,46.416666666666664
1848-06-01,6,1848,7.947591666666655,0,46.5,0.0,0.0,0.0,0.0,0.0,46.5
1848-07-01,7,1848,7.948416666666657,0,46.583333333333336,0.0,0.0,0.0,0.0,0.0,46.583333333333336
1848-08-01,8,1848,7.945916666666656,0,46.666666666666664,0.0,0.0,0.0,0.0,0.0,46.666666666666664
1848-09-01,9,1848,7.9450083333333215,0,46.75,0.0,0.0,0.0,0.0,0.0,46.75
1848-10-01,10,1848,7.946083333333322,0,46.833333333333336,0.0,0.0,0.0,0.0,0.0,46.833333333333336
1848-11-01,11,1848,7.947166666666657,0,46.916666666666664,0.0,0.0,0.0,0.0,0.0,46.916666666666664
1848-12-01,12,1848,7.942883333333322,0,47.0,0.0,0.0,0.0,0.0,0.0,47.0
1849-01-01,1,1849,7.941091666666657,0,47.25,0.0,0.0,0.0,0.0,0.0,47.25
1849-02-01,2,1849,7.934058333333324,0,47.5,0.0,0.0,0.0,0.0,0.0,47.5
1849-03-01,3,1849,7.955966666666657,0,47.75,0.0,0.0,0.0,0.0,0.0,47.75
1849-04-01,4,1849,7.948766666666657,0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
1849-05-01,5,1849,7.947683333333324,0,48.25,0.0,0.0,0.0,0.0,0.0,48.25
1849-06-01,6,1849,7.9514499999999915,0,48.5,0.0,0.0,0.0,0.0,0.0,48.5
1849-07-01,7,1849,7.951841666666657,0,48.75,0.0,0.0,0.0,0.0,0.0,48.75
1849-08-01,8,1849,7.947949999999991,0,49.0,0.0,0.0,0.0,0.0,0.0,49.0
1849-09-01,9,1849,7.9499499999999905,0,49.25,0.0,0.0,0.0,0.0,0.0,49.25
1849-10-01,10,1849,7.955541666666656,0,49.5,0.0,0.0,0.0,0.0,0.0,49.5
1849-11-01,11,1849,7.9710249999999885,1,49.75,0.0,0.0,0.0,0.0,0.0,49.75
1849-12-01,12,1849,7.978099999999991,1,50.0,0.0,0.0,0.0,0.0,0.0,50.0
1850-01-01,1,1850,7.96299999999999,0,50.333333333333336,0.0,0.0,0.0,0.0,0.0,50.333333333333336
1850-02-01,2,1850,7.97107499999999,1,50.666666666666664,0.0,0.0,0.0,0.0,0.0,50.666666666666664
1850-03-01,3,1850,7.9786916666666565,1,51.0,0.0,0.0,0.0,0.0,0.0,51.0
1850-04-01,4,1850,7.972641666666656,1,51.333333333333336,0.0,0.0,0.0,0.0,0.0,51.333333333333336
1850-05-01,5,1850,7.9628999999999905,0,51.666666666666664,0.0,0.0,0.0,0.0,0.0,51.666666666666664
1850-06-01,6,1850,7.960724999999992,0,52.0,0.0,0.0,0.0,0.0,0.0,52.0
1850-07-01,7,1850,7.95887499999999,0,52.333333333333336,0.0,0.0,0.0,0.0,0.0,52.333333333333336
1850-08-01,8,1850,7.966816666666657,1,52.666666666666664,0.0,0.0,0.0,0.0,0.0,52.666666666666664
1850-09-01,9,1850,7.970941666666657,1,53.0,0.0,0.0,0.0,0.0,0.0,53.0
1850-10-01,10,1850,7.975824999999991,1,53.333333333333336,0.0,0.0,0.0,0.0,0.0,53.333333333333336
1850-11-01,11,1850,7.981091666666657,1,53.666666666666664,0.0,0.0,0.0,0.0,0.0,53.666666666666664
1850-12-01,12,1850,7.988541666666657,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-01-01,1,1851,8.003391666666657,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-02-01,2,1851,8.00372499999999,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-03-01,3,1851,8.01109999999999,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-04-01,4,1851,8.015408333333324,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-05-01,5,1851,8.018316666666657,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-06-01,6,1851,8.021283333333324,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-07-01,7,1851,8.021108333333324,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-08-01,8,1851,8.021466666666656,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-09-01,9,1851,8.027766666666658,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-10-01,10,1851,8.030741666666655,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-11-01,11,1851,8.032649999999986,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1851-12-01,12,1851,8.037583333333322,1,54.0,0.0,0.0,0.0,0.0,0.0,54.0
1852-01-01,1,1852,8.043749999999989,1,54.25,0.0,0.0,0.0,0.0,0.0,54.25
1852-02-01,2,1852,8.041691666666653,1,54.5,0.0,0.0,0.0,0.0,0.0,54.5
1852-03-01,3,1852,8.026141666666655,1,54.75,0.0,0.0,0.0,0.0,0.0,54.75
1852-04-01,4,1852,8.019283333333322,1,55.0,0.0,0.0,0.0,0.0,0.0,55.0
1852-05-01,5,1852,8.024566666666653,1,55.25,0.0,0.0,0.0,0.0,0.0,55.25
1852-06-01,6,1852,8.029024999999987,1,55.5,0.0,0.0,0.0,0.0,0.0,55.5
1852-07-01,7,1852,8.03675833333332,1,55.75,0.0,0.0,0.0,0.0,0.0,55.75
1852-08-01,8,1852,8.037283333333322,1,56.0,0.0,0.0,0.0,0.0,0.0,56.0
1852-09-01,9,1852,8.041766666666652,1,56.25,0.0,0.0,0.0,0.0,0.0,56.25
1852-10-01,10,1852,8.046791666666651,1,56.5,0.0,0.0,0.0,0.0,0.0,56.5
1852-11-01,11,1852,8.044866666666652,1,56.75,0.0,0.0,0.0,0.0,0.0,56.75
1852-12-01,12,1852,8.045324999999988,1,57.0,0.0,0.0,0.0,0.0,0.0,57.0
1853-01-01,1,1853,8.035424999999988,1,57.166666666666664,0.0,0.0,0.0,0.0,0.0,57.166666666666664
